exercice;loi;typeBudget;ministere;mission;programme;action;sous-action;categorie;titre;ae;cp
2023.0;PLF;BG;36.0;TB;102.0;;102-01-01;61.0;6.0;1847822200.0;1847822200.0
2023.0;PLF;BG;10.0;JA;101.0;101-01;;64.0;6.0;65000.0;65000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-45;51.0;5.0;400000000.0;34951292.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-84;51.0;5.0;3283526.0;3023863.0
2023.0;PLF;BG;12.0;DC;308.0;308-13;;23.0;2.0;2909.0;2909.0
2023.0;PLF;BG;23.0;TA;203.0;203-41;;62.0;6.0;2708374508.0;2704924508.0
2023.0;PLF;BG;50.0;TR;349.0;349-03;;64.0;6.0;44000000.0;44000000.0
2023.0;PLF;BG;9.0;SB;152.0;;152-02-02;21.0;2.0;154179.0;154179.0
2023.0;PLF;BG;7.0;RA;193.0;193-05;;64.0;6.0;151907257.0;151907257.0
2023.0;PLF;CCF;23.0;ZF;869.0;869-01;;71.0;7.0;200000000.0;388400000.0
2023.0;PLF;BG;7.0;GA;218.0;218-08;;51.0;5.0;10000000.0;10000000.0
2023.0;PLF;BG;23.0;TA;203.0;203-50;;64.0;6.0;154480780.0;154480780.0
2023.0;PLF;BG;42.0;SF;219.0;219-01;;31.0;3.0;693376.0;693376.0
2023.0;PLF;CCF;7.0;ZB;825.0;825-01;;71.0;7.0;15000000.0;15000000.0
2023.0;PLF;BG;7.0;DB;134.0;134-23;;64.0;6.0;12518368.0;12558368.0
2023.0;PLF;BG;38.0;RA;150.0;150-01;;23.0;2.0;498712.0;498712.0
2023.0;PLF;BG;7.0;GA;156.0;156-05;;23.0;2.0;4904916.0;4904916.0
2023.0;PLF;BG;10.0;JA;310.0;310-09;;21.0;2.0;35473935.0;35473935.0
2023.0;PLF;BG;70.0;MB;169.0;169-08;;31.0;3.0;24527099.0;24494242.0
2023.0;PLF;BG;3.0;AC;149.0;149-21;;31.0;3.0;70000.0;70000.0
2023.0;PLF;BG;3.0;AC;149.0;149-21;;32.0;3.0;3710000.0;3730000.0
2023.0;PLF;BG;12.0;MB;158.0;158-01;;61.0;6.0;40826594.0;40826594.0
2023.0;PLF;BG;36.0;TB;111.0;111-02;;61.0;6.0;740000.0;740000.0
2023.0;PLF;BG;12.0;AV;425.0;425-02;;62.0;6.0;262500000.0;528128199.0
2023.0;PLF;BG;38.0;RA;172.0;172-14;;32.0;3.0;1109208185.0;1109208185.0
2023.0;PLF;BG;70.0;DA;212.0;;212-66-05;22.0;2.0;88413.0;88413.0
2023.0;PLF;BG;10.0;JA;166.0;166-07;;31.0;3.0;10713354.0;10713354.0
2023.0;PLF;BG;23.0;RC;122.0;122-02;;31.0;3.0;600751.0;689970.0
2023.0;PLF;CAS;7.0;YB;723.0;723-13;;51.0;5.0;3000000.0;3000000.0
2023.0;PLF;BG;2.0;CB;175.0;175-01;;64.0;6.0;29228150.0;30721432.0
2023.0;PLF;BG;10.0;JA;166.0;166-06;;51.0;5.0;501800000.0;269038475.0
2023.0;PLF;BG;7.0;DB;134.0;134-13;;21.0;2.0;11933466.0;11933466.0
2023.0;PLF;BG;10.0;JA;166.0;166-03;;22.0;2.0;27130339.0;27130339.0
2023.0;PLF;BG;7.0;GA;218.0;218-05;;64.0;6.0;296000.0;296000.0
2023.0;PLF;BG;3.0;AC;206.0;206-02;;72.0;7.0;200000.0;1130000.0
2023.0;PLF;BG;2.0;MA;334.0;334-02;;64.0;6.0;900791.0;900791.0
2023.0;PLF;CAS;7.0;YD;742.0;742-05;;23.0;2.0;57087692.0;57087692.0
2023.0;PLF;BG;7.0;PR;363.0;363-03;;62.0;6.0;0.0;8000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-08;23.0;2.0;176331.0;176331.0
2023.0;PLF;BG;38.0;RA;172.0;172-17;;32.0;3.0;410672525.0;410672525.0
2023.0;PLF;BG;9.0;SB;161.0;161-11;;51.0;5.0;25000000.0;5500000.0
2023.0;PLF;BG;43.0;TA;174.0;174-04;;32.0;3.0;12946000.0;12946000.0
2023.0;PLF;BG;7.0;RD;200.0;;200-12-08;61.0;6.0;5487000000.0;5487000000.0
2023.0;PLF;BG;7.0;DB;220.0;220-09;;22.0;2.0;37768707.0;37768707.0
2023.0;PLF;BG;12.0;CA;164.0;164-25;;23.0;2.0;44427.0;44427.0
2023.0;PLF;BG;7.0;RA;193.0;193-04;;64.0;6.0;516499387.0;516499387.0
2023.0;PLF;BG;12.0;DC;308.0;308-06;;31.0;3.0;1486887.0;1486887.0
2023.0;PLF;BG;23.0;TA;181.0;181-09;;22.0;2.0;14815070.0;14815070.0
2023.0;PLF;BG;3.0;AC;206.0;206-03;;62.0;6.0;8597601.0;7937829.0
2023.0;PLF;BG;1.0;AA;151.0;151-01;;23.0;2.0;979701.0;979701.0
2023.0;PLF;BG;3.0;AC;215.0;215-01;;23.0;2.0;1107865.0;1107865.0
2023.0;PLF;BG;70.0;DA;178.0;;178-03-08;31.0;3.0;118123595.0;112191780.0
2023.0;PLF;BG;70.0;MB;169.0;;169-03-36;53.0;5.0;0.0;6740000.0
2023.0;PLF;BG;70.0;DA;178.0;;178-04-05;53.0;5.0;409523.0;409523.0
2023.0;PLF;BG;12.0;CA;164.0;164-25;;22.0;2.0;2739406.0;2739406.0
2023.0;PLF;BG;7.0;GA;302.0;302-06;;52.0;5.0;4345608.0;2676817.0
2023.0;PLF;BG;12.0;DC;129.0;129-02;;32.0;3.0;7865368.0;7865368.0
2023.0;PLF;BG;1.0;AA;105.0;105-06;;21.0;2.0;98508808.0;98508808.0
2023.0;PLF;BG;56.0;SE;124.0;124-22;;22.0;2.0;28640071.0;28640071.0
2023.0;PLF;BG;9.0;SB;176.0;;176-04-04;23.0;2.0;3229539.0;3229539.0
2023.0;PLF;BG;7.0;RD;200.0;;200-12-09;62.0;6.0;50000000.0;50000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-79;51.0;5.0;173825933.0;120169927.0
2023.0;PLF;BG;9.0;OA;138.0;138-04;;62.0;6.0;22302576.0;19848630.0
2023.0;PLF;BG;23.0;TA;217.0;217-27;;21.0;2.0;11535313.0;11535313.0
2023.0;PLF;BG;7.0;GA;218.0;218-07;;22.0;2.0;18978101.0;18978101.0
2023.0;PLF;BG;38.0;RA;231.0;231-01;;62.0;6.0;11259242.0;11259242.0
2023.0;PLF;BG;23.0;TA;203.0;203-52;;62.0;6.0;55696396.0;55718396.0
2023.0;PLF;BG;3.0;RA;142.0;142-02;;32.0;3.0;32167332.0;32167332.0
2023.0;PLF;BG;3.0;AC;206.0;206-03;;61.0;6.0;300000.0;300000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-61;31.0;3.0;60927809.0;133298443.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-02;31.0;3.0;35495184.0;34625184.0
2023.0;PLF;BG;9.0;SB;161.0;161-12;;31.0;3.0;111880524.0;125293024.0
2023.0;PLF;BG;7.0;GA;156.0;156-09;;51.0;5.0;63375543.0;69726655.0
2023.0;PLF;BG;6.0;EC;214.0;214-08;;31.0;3.0;384204922.0;338147818.0
2023.0;PLF;BG;23.0;TA;159.0;159-10;;31.0;3.0;11802162.0;11802162.0
2023.0;PLF;BG;10.0;JA;310.0;310-09;;31.0;3.0;109981330.0;109981330.0
2023.0;PLF;CAS;3.0;YF;775.0;775-01;;64.0;6.0;60405600.0;60405600.0
2023.0;PLF;BG;42.0;SF;219.0;219-01;;64.0;6.0;166784657.0;266784657.0
2023.0;PLF;BG;12.0;DC;308.0;308-02;;21.0;2.0;15777680.0;15777680.0
2023.0;PLF;BG;7.0;GA;218.0;218-09;;22.0;2.0;20327376.0;20327376.0
2023.0;PLF;BG;23.0;TA;217.0;217-07;;31.0;3.0;152091176.0;128701781.0
2023.0;PLF;BG;9.0;OA;123.0;123-06;;51.0;5.0;0.0;12000000.0
2023.0;PLF;BG;6.0;EC;230.0;230-03;;63.0;6.0;1089164613.0;1089164613.0
2023.0;PLF;BG;7.0;GA;218.0;218-09;;51.0;5.0;1045000.0;1045000.0
2023.0;PLF;BG;35.0;SA;204.0;204-11;;32.0;3.0;700000.0;700000.0
2023.0;PLF;BG;23.0;TA;203.0;203-47;;32.0;3.0;27200000.0;27200000.0
2023.0;PLF;BG;56.0;SE;304.0;304-19;;61.0;6.0;2500000.0;2500000.0
2023.0;PLF;BG;6.0;EC;139.0;139-03;;23.0;2.0;15599583.0;15599583.0
2023.0;PLF;BG;23.0;VA;135.0;135-03;;62.0;6.0;2750000.0;2750000.0
2023.0;PLF;BG;56.0;SE;304.0;304-19;;63.0;6.0;149900000.0;149900000.0
2023.0;PLF;BG;10.0;JA;166.0;166-01;;22.0;2.0;425307865.0;425307865.0
2023.0;PLF;BG;6.0;EC;214.0;214-02;;22.0;2.0;29877777.0;29877777.0
2023.0;PLF;BG;6.0;EC;139.0;139-07;;21.0;2.0;138143642.0;138143642.0
2023.0;PLF;BG;70.0;DA;178.0;;178-01-14;31.0;3.0;131794708.0;112278004.0
2023.0;PLF;BG;9.0;AB;216.0;216-05;;51.0;5.0;102996074.0;91772491.0
2023.0;PLF;BG;9.0;SB;152.0;;152-05-01;21.0;2.0;82284898.0;82284898.0
2023.0;PLF;BG;12.0;CA;165.0;165-01;;22.0;2.0;11135361.0;11135361.0
2023.0;PLF;BG;9.0;OA;123.0;123-01;;61.0;6.0;58016529.0;43919847.0
2023.0;PLF;BG;12.0;AV;423.0;423-02;;31.0;3.0;0.0;50000000.0
2023.0;PLF;BG;42.0;SF;219.0;219-01;;23.0;2.0;104000.0;104000.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-85;51.0;5.0;72050861.0;71270881.0
2023.0;PLF;BG;7.0;GA;156.0;156-02;;21.0;2.0;888616583.0;888616583.0
2023.0;PLF;BG;7.0;GA;156.0;156-05;;31.0;3.0;16630000.0;17330000.0
2023.0;PLF;BG;6.0;EC;139.0;139-10;;64.0;6.0;40738795.0;40738795.0
2023.0;PLF;BG;38.0;RA;231.0;231-01;;32.0;3.0;35016514.0;35016514.0
2023.0;PLF;BG;23.0;VA;147.0;147-02;;62.0;6.0;1990597.0;1990597.0
2023.0;PLF;BG;6.0;EC;141.0;141-10;;21.0;2.0;409167253.0;409167253.0
2023.0;PLF;BG;1.0;AA;105.0;105-06;;31.0;3.0;110200225.0;117685770.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-50;51.0;5.0;0.0;32618813.0
2023.0;PLF;BG;70.0;DA;178.0;;178-03-05;51.0;5.0;7181650.0;6748281.0
2023.0;PLF;BG;50.0;TR;349.0;349-01;;51.0;5.0;200000.0;4000000.0
2023.0;PLF;BG;36.0;TB;155.0;155-17;;23.0;2.0;412524.0;412524.0
2023.0;PLF;BG;36.0;TB;155.0;155-18;;21.0;2.0;41754502.0;41754502.0
2023.0;PLF;BG;10.0;JA;335.0;335-01;;31.0;3.0;975999.0;1867940.0
2023.0;PLF;BG;9.0;SB;176.0;;176-01-02;21.0;2.0;850976465.0;850976465.0
2023.0;PLF;BG;7.0;DB;305.0;305-01;;22.0;2.0;24789297.0;24789297.0
2023.0;PLF;CAS;7.0;YD;741.0;741-02;;23.0;2.0;10406882677.0;10406882677.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-42;51.0;5.0;42583737.0;237956513.0
2023.0;PLF;BG;7.0;AD;110.0;110-03;;64.0;6.0;1300132.0;1300132.0
2023.0;PLF;BG;9.0;SB;152.0;;152-02-02;22.0;2.0;157789.0;157789.0
2023.0;PLF;BG;6.0;EC;141.0;141-10;;31.0;3.0;35648039.0;35648039.0
2023.0;PLF;BG;2.0;CB;175.0;175-01;;32.0;3.0;80643727.0;80643727.0
2023.0;PLF;BG;43.0;TA;174.0;174-01;;63.0;6.0;0.0;18955927.0
2023.0;PLF;BG;38.0;RA;150.0;150-14;;51.0;5.0;51414782.0;49699882.0
2023.0;PLF;BG;50.0;TR;349.0;349-01;;64.0;6.0;38983750.0;30192000.0
2023.0;PLF;CAS;7.0;YD;743.0;743-05;;61.0;6.0;19515.0;19515.0
2023.0;PLF;BG;6.0;EC;141.0;141-01;;64.0;6.0;4012084.0;4012084.0
2023.0;PLF;BG;35.0;SA;204.0;204-14;;64.0;6.0;9850608.0;9850608.0
2023.0;PLF;BG;35.0;SA;204.0;204-16;;64.0;6.0;400000.0;400000.0
2023.0;PLF;BG;7.0;GA;302.0;302-03;;22.0;2.0;40413755.0;40413755.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-02;22.0;2.0;9350656.0;9350656.0
2023.0;PLF;BG;10.0;JA;107.0;107-02;;22.0;2.0;172945566.0;172945566.0
2023.0;PLF;CAS;7.0;YD;741.0;741-03;;23.0;2.0;138255778.0;138255778.0
2023.0;PLF;BG;56.0;SE;124.0;124-20;;23.0;2.0;88049.0;88049.0
2023.0;PLF;BG;7.0;RD;201.0;;201-02-01;63.0;6.0;1868000000.0;1868000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-57-01;21.0;2.0;1431475861.0;1431475861.0
2023.0;PLF;BG;3.0;RA;142.0;142-01;;53.0;5.0;20464041.0;18371827.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-01;22.0;2.0;109681637.0;109681637.0
2023.0;PLF;BG;6.0;EC;141.0;141-02;;31.0;3.0;4821597.0;4821597.0
2023.0;PLF;BG;12.0;DC;129.0;129-03;;31.0;3.0;2996678.0;2996678.0
2023.0;PLF;BG;7.0;RA;193.0;193-04;;32.0;3.0;148597884.0;148597884.0
2023.0;PLF;BG;38.0;RA;150.0;150-13;;64.0;6.0;499622.0;499622.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-79;31.0;3.0;53454399.0;27686205.0
2023.0;PLF;BG;9.0;AB;354.0;354-05;;21.0;2.0;269130336.0;269130336.0
2023.0;PLF;CAS;9.0;YE;751.0;751-02;;53.0;5.0;15000000.0;15000000.0
2023.0;PLF;BG;9.0;SB;152.0;;152-01-02;23.0;2.0;43267.0;43267.0
2023.0;PLF;BG;7.0;GA;156.0;156-10;;21.0;2.0;12088251.0;12088251.0
2023.0;PLF;BG;7.0;AD;110.0;110-03;;73.0;7.0;100000000.0;114752517.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-69;31.0;3.0;0.0;18475806.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-78;51.0;5.0;22187882.0;36248342.0
2023.0;PLF;BA;23.0;XC;613.0;613-02;;64.0;6.0;145000.0;145000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-68;31.0;3.0;51172500.0;30903473.0
2023.0;PLF;BG;42.0;SF;350.0;350-01;;64.0;6.0;40911998.0;163713493.0
2023.0;PLF;BG;7.0;DB;220.0;220-06;;23.0;2.0;242265.0;242265.0
2023.0;PLF;BG;23.0;TA;181.0;181-10;;63.0;6.0;1000000.0;1000000.0
2023.0;PLF;BG;70.0;DA;144.0;;144-03-32;64.0;6.0;60000.0;60000.0
2023.0;PLF;BG;10.0;JA;310.0;310-03;;32.0;3.0;675000.0;675000.0
2023.0;PLF;BG;7.0;GA;156.0;156-07;;52.0;5.0;1800000.0;3100000.0
2023.0;PLF;BG;23.0;TA;217.0;217-23;;23.0;2.0;397144.0;397144.0
2023.0;PLF;BG;23.0;TA;217.0;217-25;;22.0;2.0;988180.0;988180.0
2023.0;PLF;BG;7.0;GA;302.0;302-04;;21.0;2.0;143657097.0;143657097.0
2023.0;PLF;BG;42.0;SF;219.0;219-03;;64.0;6.0;21009884.0;21009884.0
2023.0;PLF;BG;6.0;EC;141.0;141-02;;22.0;2.0;3326968874.0;3326968874.0
2023.0;PLF;BG;6.0;EC;141.0;141-12;;21.0;2.0;2231229248.0;2231229248.0
2023.0;PLF;BG;70.0;DA;212.0;;212-52-02;23.0;2.0;86502.0;86502.0
2023.0;PLF;BG;7.0;DB;220.0;220-08;;22.0;2.0;41700264.0;41700264.0
2023.0;PLF;BG;12.0;TA;205.0;205-05;;52.0;5.0;744681.0;744681.0
2023.0;PLF;BG;12.0;DC;308.0;308-09;;22.0;2.0;5404738.0;5404738.0
2023.0;PLF;CAS;7.0;YC;731.0;731-04;;73.0;7.0;74000000.0;74000000.0
2023.0;PLF;BG;12.0;DC;129.0;129-11;;22.0;2.0;4226410.0;4226410.0
2023.0;PLF;BG;23.0;VA;147.0;147-01;;31.0;3.0;1406486.0;1406486.0
2023.0;PLF;BG;3.0;EC;143.0;143-02;;22.0;2.0;63813604.0;63813604.0
2023.0;PLF;BG;70.0;DA;212.0;;212-51-01;23.0;2.0;72513.0;72513.0
2023.0;PLF;BG;1.0;AA;105.0;105-01;;22.0;2.0;24264754.0;24264754.0
2023.0;PLF;BG;36.0;TB;155.0;155-09;;31.0;3.0;43909677.0;39407643.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-84;31.0;3.0;16703443.0;15742255.0
2023.0;PLF;BG;10.0;JA;182.0;182-04;;23.0;2.0;421770.0;421770.0
2023.0;PLF;BG;70.0;DA;212.0;;212-61-01;23.0;2.0;131552156.0;131552156.0
2023.0;PLF;BG;70.0;DA;178.0;178-06;;31.0;3.0;790000000.0;790000000.0
2023.0;PLF;BG;23.0;TA;203.0;203-04;;51.0;5.0;56913658.0;56913658.0
2023.0;PLF;CAS;7.0;YD;742.0;742-01;;23.0;2.0;1963100813.0;1963100813.0
2023.0;PLF;BG;7.0;DB;220.0;220-09;;21.0;2.0;67937236.0;67937236.0
2023.0;PLF;BG;12.0;AV;424.0;424-02;;64.0;6.0;0.0;60000000.0
2023.0;PLF;BG;12.0;DC;129.0;129-01;;22.0;2.0;21725501.0;21725501.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-05;51.0;5.0;59294869.0;62378124.0
2023.0;PLF;BG;36.0;TB;155.0;155-01;;21.0;2.0;1377483.0;1377483.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-06;21.0;2.0;409226121.0;409226121.0
2023.0;PLF;BG;12.0;CA;164.0;164-27;;51.0;5.0;175000.0;100000.0
2023.0;PLF;BG;7.0;TA;355.0;355-01;;43.0;4.0;900000000.0;900000000.0
2023.0;PLF;BG;10.0;JA;101.0;101-03;;64.0;6.0;35330000.0;35330000.0
2023.0;PLF;BG;7.0;DB;305.0;305-01;;62.0;6.0;0.0;575000.0
2023.0;PLF;BG;12.0;DC;129.0;129-13;;32.0;3.0;26691062.0;26691062.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-89;51.0;5.0;0.0;24127369.0
2023.0;PLF;BG;10.0;JA;101.0;101-02;;64.0;6.0;14332860.0;14332860.0
2023.0;PLF;BA;23.0;XC;612.0;612-01;;52.0;5.0;300000.0;300000.0
2023.0;PLF;BG;7.0;DB;305.0;305-02;;21.0;2.0;54805940.0;54805940.0
2023.0;PLF;BG;70.0;DA;146.0;;146-06-24;51.0;5.0;0.0;409948221.0
2023.0;PLF;BG;23.0;TA;203.0;203-52;;51.0;5.0;3562000.0;11747000.0
2023.0;PLF;BG;6.0;EC;140.0;140-06;;31.0;3.0;8423652.0;8423652.0
2023.0;PLF;BG;2.0;CB;224.0;224-07;;31.0;3.0;68512626.0;66586177.0
2023.0;PLF;BG;10.0;JA;335.0;335-01;;21.0;2.0;2388958.0;2388958.0
2023.0;PLF;BG;9.0;SB;152.0;;152-02-01;23.0;2.0;1859833.0;1859833.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-82;51.0;5.0;254010036.0;172018000.0
2023.0;PLF;BG;12.0;AV;424.0;424-03;;62.0;6.0;0.0;220000000.0
2023.0;PLF;BG;6.0;EC;214.0;214-01;;21.0;2.0;283519047.0;283519047.0
2023.0;PLF;CAS;7.0;YD;741.0;741-01;;23.0;2.0;49731266302.0;49731266302.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-86;51.0;5.0;7808668.0;20786129.0
2023.0;PLF;CAS;43.0;YK;794.0;794-08;;63.0;6.0;2000000.0;2000000.0
2023.0;PLF;BG;12.0;DC;129.0;129-01;;21.0;2.0;55239965.0;55239965.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-67;31.0;3.0;0.0;6006302.0
2023.0;PLF;BG;23.0;TA;217.0;217-07;;32.0;3.0;50798951.0;50798951.0
2023.0;PLF;BG;6.0;EC;140.0;140-04;;21.0;2.0;518127111.0;518127111.0
2023.0;PLF;BG;7.0;GA;156.0;156-09;;23.0;2.0;7925068.0;7925068.0
2023.0;PLF;BG;2.0;CB;175.0;175-03;;53.0;5.0;17919545.0;22521925.0
2023.0;PLF;BG;12.0;CA;126.0;126-04;;22.0;2.0;4878287.0;4878287.0
2023.0;PLF;BG;2.0;CB;175.0;175-04;;32.0;3.0;170000.0;170000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-61;31.0;3.0;0.0;103833642.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-23;51.0;5.0;36930000.0;26703103.0
2023.0;PLF;BG;6.0;EC;214.0;214-08;;21.0;2.0;178839920.0;178839920.0
2023.0;PLF;BG;7.0;EB;114.0;114-02;;65.0;6.0;39700000.0;39700000.0
2023.0;PLF;BG;6.0;EC;230.0;230-05;;23.0;2.0;485817.0;485817.0
2023.0;PLF;BG;12.0;DC;129.0;129-01;;31.0;3.0;17516880.0;17516880.0
2023.0;PLF;BG;3.0;EC;143.0;143-05;;64.0;6.0;4708000.0;4708000.0
2023.0;PLF;BG;7.0;EB;114.0;114-05;;65.0;6.0;415236463.0;415236463.0
2023.0;PLF;BG;12.0;CA;164.0;164-25;;21.0;2.0;5385400.0;5385400.0
2023.0;PLF;BG;9.0;SB;176.0;;176-05-01;23.0;2.0;464507.0;464507.0
2023.0;PLF;BG;38.0;RA;172.0;172-02;;32.0;3.0;38000000.0;38000000.0
2023.0;PLF;BG;7.0;GA;156.0;156-02;;52.0;5.0;32800000.0;32600000.0
2023.0;PLF;BG;6.0;EC;214.0;214-07;;53.0;5.0;1056989.0;1056989.0
2023.0;PLF;BG;12.0;DC;308.0;308-10;;23.0;2.0;24994.0;24994.0
2023.0;PLF;BG;56.0;SE;124.0;124-16;;64.0;6.0;1500000.0;1100000.0
2023.0;PLF;BG;3.0;EC;143.0;143-04;;64.0;6.0;5862535.0;5862535.0
2023.0;PLF;BG;12.0;CA;164.0;164-26;;22.0;2.0;1769588.0;1769588.0
2023.0;PLF;BG;7.0;DB;134.0;134-04;;62.0;6.0;661780000.0;661780000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-08-01;64.0;6.0;413511.0;413511.0
2023.0;PLF;BG;12.0;CA;164.0;164-23;;23.0;2.0;369082.0;369082.0
2023.0;PLF;BG;23.0;VA;135.0;135-07;;64.0;6.0;189634909.0;189634909.0
2023.0;PLF;BG;70.0;DA;144.0;;144-07-04;63.0;6.0;22103137.0;22103137.0
2023.0;PLF;BG;7.0;GA;156.0;156-07;;31.0;3.0;37475000.0;33825000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-02-02;23.0;2.0;8738645.0;8738645.0
2023.0;PLF;BG;6.0;EC;139.0;139-06;;22.0;2.0;76884294.0;76884294.0
2023.0;PLF;BG;7.0;DB;134.0;134-08;;22.0;2.0;5946086.0;5946086.0
2023.0;PLF;BG;9.0;IA;104.0;104-14;;31.0;3.0;1069981.0;1123413.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-80;31.0;3.0;143305603.0;115061997.0
2023.0;PLF;BG;10.0;JA;107.0;107-02;;31.0;3.0;1054668739.0;709824661.0
2023.0;PLF;BG;50.0;TR;148.0;148-01;;61.0;6.0;8304000.0;8304000.0
2023.0;PLF;BA;12.0;XJ;624.0;624-01;;31.0;3.0;7392556.0;7392556.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-61;64.0;6.0;285970.0;379492.0
2023.0;PLF;BG;70.0;DA;212.0;;212-53-01;23.0;2.0;2879774.0;2879774.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-46;51.0;5.0;41000000.0;52003961.0
2023.0;PLF;BG;43.0;TA;345.0;;345-12-01;62.0;6.0;376749591.0;376749591.0
2023.0;PLF;BG;36.0;TB;102.0;;102-02-02;61.0;6.0;988201914.0;988201914.0
2023.0;PLF;BG;1.0;AA;105.0;105-07;;31.0;3.0;203571065.0;203371065.0
2023.0;PLF;BG;7.0;DB;134.0;134-15;;23.0;2.0;193419.0;193419.0
2023.0;PLF;CAS;7.0;YD;743.0;743-02;;31.0;3.0;100000.0;100000.0
2023.0;PLF;BG;12.0;TA;205.0;205-01;;64.0;6.0;11486170.0;11486170.0
2023.0;PLF;BG;70.0;DA;212.0;212-62;;23.0;2.0;168439.0;168439.0
2023.0;PLF;BG;12.0;SE;137.0;137-23;;31.0;3.0;1534357.0;1534357.0
2023.0;PLF;BG;38.0;RA;150.0;150-02;;23.0;2.0;534380.0;534380.0
2023.0;PLF;BG;9.0;OA;138.0;138-02;;32.0;3.0;7447073.0;7447073.0
2023.0;PLF;BG;7.0;GA;156.0;156-08;;21.0;2.0;30357422.0;30357422.0
2023.0;PLF;BG;9.0;AB;354.0;354-01;;21.0;2.0;114892065.0;114892065.0
2023.0;PLF;BG;12.0;DC;129.0;129-02;;52.0;5.0;3084066.0;3076547.0
2023.0;PLF;BG;56.0;SE;304.0;304-13;;31.0;3.0;1614029.0;1614029.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-60;51.0;5.0;2263902.0;12888243.0
2023.0;PLF;BG;9.0;AB;354.0;354-05;;31.0;3.0;208447640.0;201475157.0
2023.0;PLF;BG;6.0;EC;230.0;230-04;;23.0;2.0;1943584.0;1943584.0
2023.0;PLF;BG;7.0;PR;362.0;362-03;;62.0;6.0;0.0;288000000.0
2023.0;PLF;BG;3.0;AC;215.0;215-02;;23.0;2.0;160652.0;160652.0
2023.0;PLF;BG;7.0;RD;201.0;;201-01-01;62.0;6.0;1992000000.0;1992000000.0
2023.0;PLF;BG;6.0;EC;214.0;214-03;;22.0;2.0;3720227.0;3720227.0
2023.0;PLF;BG;43.0;TA;174.0;174-01;;32.0;3.0;3200000.0;3200000.0
2023.0;PLF;BG;2.0;CB;131.0;131-06;;64.0;6.0;6719160.0;6719160.0
2023.0;PLF;BG;6.0;EC;140.0;140-03;;21.0;2.0;1204601269.0;1204601269.0
2023.0;PLF;CCF;7.0;ZB;830.0;830-01;;71.0;7.0;100000000.0;100000000.0
2023.0;PLF;BG;6.0;EC;230.0;230-04;;31.0;3.0;1274884.0;1274884.0
2023.0;PLF;CAS;9.0;YE;753.0;753-01;;72.0;7.0;1000000.0;1000000.0
2023.0;PLF;BG;6.0;EC;214.0;214-04;;23.0;2.0;279240.0;279240.0
2023.0;PLF;BG;10.0;JA;166.0;166-06;;23.0;2.0;2328457.0;2328457.0
2023.0;PLF;BG;38.0;RA;172.0;172-13;;72.0;7.0;0.0;40000000.0
2023.0;PLF;BG;7.0;RA;193.0;193-01;;32.0;3.0;78914125.0;78914125.0
2023.0;PLF;BG;10.0;JA;166.0;166-06;;64.0;6.0;1720300.0;1720300.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-07;51.0;5.0;152826922.0;152826922.0
2023.0;PLF;BG;42.0;SF;219.0;219-04;;23.0;2.0;60387.0;60387.0
2023.0;PLF;BG;50.0;TR;352.0;352-01;;31.0;3.0;7300000.0;7300000.0
2023.0;PLF;BG;9.0;AB;354.0;354-04;;23.0;2.0;5266950.0;5266950.0
2023.0;PLF;BG;9.0;IA;104.0;104-11;;61.0;6.0;11000000.0;11000000.0
2023.0;PLF;BG;12.0;TA;205.0;205-04;;51.0;5.0;4975648.0;4335532.0
2023.0;PLF;BG;36.0;TB;102.0;;102-02-01;62.0;6.0;156407730.0;92304164.0
2023.0;PLF;BG;56.0;SE;304.0;304-13;;61.0;6.0;6925184.0;6925184.0
