exercice;loi;typeBudget;ministere;mission;programme;action;sous-action;categorie;titre;ae;cp
2023.0;PLF;BG;70.0;DA;146.0;;146-06-17;31.0;3.0;0.0;49730000.0
2023.0;PLF;BG;12.0;SE;137.0;137-25;;64.0;6.0;27583580.0;30804402.0
2023.0;PLF;BG;6.0;EC;214.0;214-01;;23.0;2.0;11070787.0;11070787.0
2023.0;PLF;BG;3.0;AC;149.0;149-27;;62.0;6.0;295480.0;295480.0
2023.0;PLF;BG;12.0;MB;158.0;158-01;;22.0;2.0;447603.0;447603.0
2023.0;PLF;BG;7.0;GA;302.0;302-06;;22.0;2.0;93379889.0;93379889.0
2023.0;PLF;BG;56.0;SE;124.0;124-18;;21.0;2.0;171126869.0;171126869.0
2023.0;PLF;BG;12.0;DC;308.0;308-06;;64.0;6.0;70000.0;70000.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-11;51.0;5.0;143952561.0;64276393.0
2023.0;PLF;BG;12.0;CA;165.0;165-03;;21.0;2.0;122269774.0;122269774.0
2023.0;PLF;BG;7.0;PR;362.0;362-05;;62.0;6.0;0.0;203000000.0
2023.0;PLF;BG;7.0;DB;134.0;134-07;;31.0;3.0;78761055.0;78761055.0
2023.0;PLF;BG;3.0;AC;215.0;215-02;;22.0;2.0;4330497.0;4330497.0
2023.0;PLF;BG;35.0;SA;204.0;204-14;;62.0;6.0;1300000.0;1300000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-03;53.0;5.0;355000.0;355000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-51-01;22.0;2.0;11392616.0;11392616.0
2023.0;PLF;BG;23.0;TA;113.0;113-07;;63.0;6.0;26217758.0;25770043.0
2023.0;PLF;BG;35.0;SA;204.0;204-19;;64.0;6.0;50349094.0;51649094.0
2023.0;PLF;BG;38.0;RA;150.0;150-15;;64.0;6.0;45616171.0;45616171.0
2023.0;PLF;BG;1.0;AA;105.0;105-07;;23.0;2.0;2182957.0;2182957.0
2023.0;PLF;BG;42.0;SF;219.0;219-02;;32.0;3.0;27219296.0;27219296.0
2023.0;PLF;BG;2.0;CB;224.0;224-07;;52.0;5.0;9270000.0;9270000.0
2023.0;PLF;BG;70.0;DA;212.0;212-65;;23.0;2.0;729509.0;729509.0
2023.0;PLF;BG;9.0;SB;152.0;;152-04-01;51.0;5.0;250878685.0;260707734.0
2023.0;PLF;BG;7.0;RA;193.0;193-03;;32.0;3.0;33438189.0;33438189.0
2023.0;PLF;BG;7.0;GA;218.0;218-02;;51.0;5.0;5710729.0;5310729.0
2023.0;PLF;BG;42.0;SF;219.0;219-03;;31.0;3.0;605169.0;605169.0
2023.0;PLF;BG;7.0;PR;363.0;363-05;;63.0;6.0;0.0;12000000.0
2023.0;PLF;CAS;3.0;YF;776.0;776-01;;64.0;6.0;65020000.0;65020000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-53;31.0;3.0;39524804.0;38844815.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-01;22.0;2.0;85743435.0;85743435.0
2023.0;PLF;BG;23.0;TA;113.0;113-07;;51.0;5.0;713538.0;659787.0
2023.0;PLF;BG;7.0;EB;145.0;145-01;;31.0;3.0;1550000.0;1550000.0
2023.0;PLF;BG;12.0;CA;164.0;164-21;;22.0;2.0;16314594.0;16314594.0
2023.0;PLF;BG;43.0;TA;345.0;;345-14-01;62.0;6.0;29199004.0;29199004.0
2023.0;PLF;BG;3.0;RA;142.0;142-01;;64.0;6.0;34272774.0;34272774.0
2023.0;PLF;BG;9.0;OA;138.0;138-02;;21.0;2.0;123460768.0;123460768.0
2023.0;PLF;BG;10.0;JA;182.0;182-01;;51.0;5.0;39409799.0;30202772.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-68;64.0;6.0;0.0;2704636.0
2023.0;PLF;BG;23.0;VA;135.0;135-01;;64.0;6.0;3220000.0;3220000.0
2023.0;PLF;BG;10.0;JA;310.0;310-05;;23.0;2.0;15124.0;15124.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-53;51.0;5.0;301895196.0;20353824.0
2023.0;PLF;BG;9.0;AB;216.0;216-01;;32.0;3.0;17200000.0;17200000.0
2023.0;PLF;BG;70.0;DA;178.0;;178-03-07;51.0;5.0;183165289.0;165210165.0
2023.0;PLF;CCF;7.0;ZB;829.0;829-01;;71.0;7.0;0.0;100000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-06-18;51.0;5.0;531180000.0;543710000.0
2023.0;PLF;BG;1.0;AA;185.0;185-06;;22.0;2.0;12635518.0;12635518.0
2023.0;PLF;BG;3.0;AC;206.0;206-08;;63.0;6.0;312000.0;312000.0
2023.0;PLF;BG;6.0;EC;141.0;141-08;;23.0;2.0;2251382.0;2251382.0
2023.0;PLF;BG;7.0;PR;363.0;363-04;;31.0;3.0;0.0;30000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-56-01;23.0;2.0;9417549.0;9417549.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-02;23.0;2.0;183529.0;183529.0
2023.0;PLF;BA;23.0;XC;613.0;613-01;;22.0;2.0;381379925.0;381379925.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-44;51.0;5.0;144000000.0;76296623.0
2023.0;PLF;BG;7.0;RA;192.0;192-02;;32.0;3.0;16944671.0;16944671.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-85;31.0;3.0;137757575.0;10121918.0
2023.0;PLF;BG;7.0;GA;156.0;156-01;;23.0;2.0;734489.0;734489.0
2023.0;PLF;BG;23.0;TA;217.0;217-08;;21.0;2.0;375494667.0;375494667.0
2023.0;PLF;BG;7.0;PB;533.0;533-01;;10.0;1.0;984000.0;984000.0
2023.0;PLF;BG;42.0;SF;219.0;219-02;;63.0;6.0;67161748.0;67161748.0
2023.0;PLF;BG;6.0;EC;140.0;140-07;;22.0;2.0;47989362.0;47989362.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-86;31.0;3.0;17191332.0;16633671.0
2023.0;PLF;BG;70.0;DA;146.0;;146-08-44;31.0;3.0;0.0;3296496.0
2023.0;PLF;BG;1.0;AA;185.0;185-02;;32.0;3.0;28267161.0;28267161.0
2023.0;PLF;BG;36.0;TB;111.0;111-02;;31.0;3.0;242101.0;242101.0
2023.0;PLF;BG;9.0;SB;152.0;;152-04-01;22.0;2.0;452876010.0;452876010.0
2023.0;PLF;BG;12.0;CA;164.0;164-24;;22.0;2.0;13285813.0;13285813.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-68;51.0;5.0;23017500.0;26840260.0
2023.0;PLF;BG;23.0;VA;112.0;112-14;;62.0;6.0;0.0;7788489.0
2023.0;PLF;BG;9.0;OA;123.0;123-06;;62.0;6.0;10000000.0;8576287.0
2023.0;PLF;BG;6.0;EC;230.0;230-01;;61.0;6.0;13960000.0;13960000.0
2023.0;PLF;BG;2.0;CB;224.0;224-07;;21.0;2.0;431638043.0;431638043.0
2023.0;PLF;BG;70.0;DA;212.0;;212-06-03;64.0;6.0;33000.0;33000.0
2023.0;PLF;BG;70.0;DA;212.0;212-05;;52.0;5.0;41645095.0;38344272.0
2023.0;PLF;BG;12.0;DC;308.0;308-03;;64.0;6.0;48832709.0;48832709.0
2023.0;PLF;BG;10.0;JA;166.0;166-01;;23.0;2.0;4748789.0;4748789.0
2023.0;PLF;BG;36.0;TB;102.0;102-03;;64.0;6.0;0.0;21032591.0
2023.0;PLF;BG;36.0;TB;103.0;;103-03-02;62.0;6.0;506873053.0;510277553.0
2023.0;PLF;BG;7.0;GA;156.0;156-03;;31.0;3.0;114823000.0;109523000.0
2023.0;PLF;BG;12.0;TA;205.0;205-07;;62.0;6.0;26842431.0;28187428.0
2023.0;PLF;BG;12.0;CA;165.0;165-04;;21.0;2.0;10806592.0;10806592.0
2023.0;PLF;BG;7.0;EB;114.0;114-03;;65.0;6.0;1906200000.0;1906200000.0
2023.0;PLF;BG;70.0;DA;178.0;;178-02-07;31.0;3.0;1106735490.0;1234716294.0
2023.0;PLF;BG;38.0;RA;172.0;172-01;;31.0;3.0;18285277.0;17318865.0
2023.0;PLF;BG;12.0;DC;308.0;308-12;;23.0;2.0;7326.0;7326.0
2023.0;PLF;BG;3.0;AC;149.0;149-24;;64.0;6.0;16775052.0;16775052.0
2023.0;PLF;BG;12.0;TA;205.0;205-02;;63.0;6.0;5031250.0;5031250.0
2023.0;PLF;BG;6.0;EC;141.0;141-09;;23.0;2.0;856523.0;856523.0
2023.0;PLF;BG;43.0;RA;190.0;;190-11-01;32.0;3.0;6373110.0;6373110.0
2023.0;PLF;BG;12.0;DC;129.0;129-15;;21.0;2.0;1425529.0;1425529.0
2023.0;PLF;BG;23.0;RC;122.0;122-04;;63.0;6.0;147510458.0;147510458.0
2023.0;PLF;BG;7.0;DB;305.0;305-01;;64.0;6.0;1220000.0;1225000.0
2023.0;PLF;BG;6.0;EC;141.0;141-08;;22.0;2.0;146867081.0;146867081.0
2023.0;PLF;CAS;23.0;YE;754.0;754-01;;63.0;6.0;656441463.0;656441463.0
2023.0;PLF;BG;70.0;DA;212.0;;212-52-01;22.0;2.0;2881769.0;2881769.0
2023.0;PLF;BG;7.0;DB;134.0;134-07;;62.0;6.0;5374000.0;5374000.0
2023.0;PLF;BG;10.0;JA;310.0;310-03;;64.0;6.0;1203000.0;1203000.0
2023.0;PLF;BG;9.0;SB;161.0;161-13;;64.0;6.0;11850000.0;5275109.0
2023.0;PLF;BG;7.0;RD;200.0;;200-13-05;61.0;6.0;679000000.0;679000000.0
2023.0;PLF;BG;9.0;AB;216.0;216-01;;51.0;5.0;3400000.0;3400000.0
2023.0;PLF;BG;12.0;DC;308.0;308-06;;21.0;2.0;2777430.0;2777430.0
2023.0;PLF;BG;12.0;DC;129.0;129-11;;31.0;3.0;5659825.0;5659825.0
2023.0;PLF;BG;6.0;EC;230.0;230-03;;22.0;2.0;412704949.0;412704949.0
2023.0;PLF;BG;6.0;SF;163.0;163-04;;32.0;3.0;518796356.0;518796356.0
2023.0;PLF;BG;7.0;DB;134.0;134-23;;63.0;6.0;9000000.0;9000000.0
2023.0;PLF;BG;7.0;GA;218.0;218-05;;23.0;2.0;1316157.0;1316157.0
2023.0;PLF;BG;1.0;AA;105.0;105-06;;23.0;2.0;1307572.0;1307572.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-84;51.0;5.0;0.0;62021571.0
2023.0;PLF;BG;3.0;AC;215.0;215-03;;31.0;3.0;7550807.0;7755043.0
2023.0;PLF;BG;2.0;CB;131.0;131-02;;53.0;5.0;5804781.0;5804781.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-02;23.0;2.0;596204.0;596204.0
2023.0;PLF;BG;56.0;SE;124.0;124-21;;21.0;2.0;34315816.0;34315816.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-82;31.0;3.0;40317334.0;7722442.0
2023.0;PLF;BG;6.0;EC;139.0;139-04;;22.0;2.0;377980905.0;377980905.0
2023.0;PLF;BG;50.0;TR;148.0;148-03;;52.0;5.0;85148.0;85239.0
2023.0;PLF;BG;9.0;SB;161.0;161-11;;23.0;2.0;9483.0;9483.0
2023.0;PLF;BG;38.0;RA;150.0;150-03;;23.0;2.0;102433.0;102433.0
2023.0;PLF;BG;6.0;EC;230.0;230-06;;63.0;6.0;120163663.0;120163663.0
2023.0;PLF;BG;7.0;RD;200.0;;200-13-01;61.0;6.0;2400000000.0;2400000000.0
2023.0;PLF;BG;7.0;GA;218.0;218-08;;23.0;2.0;11250.0;11250.0
2023.0;PLF;BG;7.0;RB;195.0;195-01;;64.0;6.0;925032362.0;925032362.0
2023.0;PLF;BG;7.0;DB;220.0;220-08;;23.0;2.0;613432.0;613432.0
2023.0;PLF;BG;43.0;TA;345.0;;345-17-01;62.0;6.0;5879488915.0;5879488915.0
2023.0;PLF;BG;9.0;AB;354.0;354-02;;22.0;2.0;183929066.0;183929066.0
2023.0;PLF;BG;36.0;TB;111.0;111-01;;62.0;6.0;2000000.0;2000000.0
2023.0;PLF;BG;42.0;SF;219.0;219-01;;21.0;2.0;23949586.0;23949586.0
2023.0;PLF;BG;2.0;CB;131.0;131-02;;63.0;6.0;7252820.0;8019428.0
2023.0;PLF;BG;38.0;RA;150.0;150-05;;23.0;2.0;309156.0;309156.0
2023.0;PLF;BG;70.0;DA;146.0;;146-06-19;51.0;5.0;1346536421.0;1220126100.0
2023.0;PLF;BG;7.0;EB;114.0;;114-04-06;65.0;6.0;23000000.0;23000000.0
2023.0;PLF;BG;38.0;RA;172.0;172-01;;64.0;6.0;15583526.0;13471392.0
2023.0;PLF;BG;10.0;JA;166.0;166-02;;21.0;2.0;523320950.0;523320950.0
2023.0;PLF;BG;6.0;EC;139.0;139-09;;63.0;6.0;1000000.0;1000000.0
2023.0;PLF;BG;23.0;VA;135.0;135-04;;31.0;3.0;47800000.0;47800000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-03;21.0;2.0;4688004.0;4688004.0
2023.0;PLF;BA;12.0;XJ;623.0;623-01;;52.0;5.0;4070000.0;5636883.0
2023.0;PLF;BG;23.0;VA;177.0;177-12;;64.0;6.0;2715514531.0;2740267975.0
2023.0;PLF;BG;9.0;AB;354.0;354-05;;51.0;5.0;23300501.0;23179766.0
2023.0;PLF;BG;7.0;GA;156.0;156-10;;31.0;3.0;150000.0;150000.0
2023.0;PLF;BA;23.0;XC;614.0;614-01;;52.0;5.0;4534907.0;4534907.0
2023.0;PLF;BG;36.0;TB;102.0;;102-02-01;53.0;5.0;17000000.0;17000000.0
2023.0;PLF;BG;35.0;SA;204.0;204-15;;32.0;3.0;25933046.0;25933046.0
2023.0;PLF;BG;50.0;TR;352.0;352-02;;21.0;2.0;3000000.0;3000000.0
2023.0;PLF;BG;2.0;MA;334.0;334-01;;53.0;5.0;30829035.0;36652368.0
2023.0;PLF;BG;2.0;CB;175.0;175-09;;64.0;6.0;33988000.0;33988000.0
2023.0;PLF;BG;2.0;CB;361.0;361-01;;51.0;5.0;19997169.0;24481026.0
2023.0;PLF;BG;38.0;RA;150.0;150-14;;72.0;7.0;516676046.0;220383946.0
2023.0;PLF;BG;7.0;PR;364.0;364-02;;62.0;6.0;0.0;155169628.0
2023.0;PLF;BG;12.0;CA;164.0;164-27;;52.0;5.0;600000.0;600000.0
2023.0;PLF;BG;9.0;SB;152.0;;152-02-01;22.0;2.0;387056568.0;387056568.0
2023.0;PLF;BG;38.0;RA;231.0;231-03;;31.0;3.0;3385000.0;3385000.0
2023.0;PLF;BG;23.0;RC;119.0;119-03;;63.0;6.0;211855969.0;163350433.0
2023.0;PLF;BG;23.0;TA;380.0;380-03;;63.0;6.0;470000000.0;117500000.0
2023.0;PLF;BG;7.0;RA;192.0;192-02;;62.0;6.0;317684496.0;317684496.0
2023.0;PLF;BG;43.0;RA;190.0;;190-17-02;32.0;3.0;126335096.0;126335096.0
2023.0;PLF;BG;2.0;CB;361.0;361-03;;64.0;6.0;4224338.0;4224338.0
2023.0;PLF;BG;38.0;RA;150.0;150-02;;22.0;2.0;12626565.0;12626565.0
2023.0;PLF;CCF;7.0;ZD;843.0;843-01;;71.0;7.0;623406038.0;623406038.0
2023.0;PLF;BG;6.0;EC;230.0;230-03;;31.0;3.0;31916124.0;31916124.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-62;31.0;3.0;0.0;16397576.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-88;31.0;3.0;176500000.0;15136179.0
2023.0;PLF;BG;70.0;DA;178.0;;178-05-85;31.0;3.0;787980389.0;728970556.0
2023.0;PLF;BG;6.0;EC;140.0;140-06;;22.0;2.0;658277999.0;658277999.0
2023.0;PLF;BG;6.0;EC;214.0;214-05;;23.0;2.0;129487.0;129487.0
2023.0;PLF;BG;70.0;DA;178.0;;178-04-05;32.0;3.0;28475914.0;28475914.0
2023.0;PLF;BG;3.0;AC;206.0;206-01;;64.0;6.0;22154156.0;22261233.0
2023.0;PLF;BG;12.0;CA;164.0;164-21;;21.0;2.0;32213423.0;32213423.0
2023.0;PLF;BG;12.0;TA;205.0;205-08;;31.0;3.0;11944681.0;12343423.0
2023.0;PLF;BG;6.0;EC;139.0;139-11;;21.0;2.0;157203107.0;157203107.0
2023.0;PLF;BG;6.0;EC;141.0;141-13;;21.0;2.0;60223728.0;60223728.0
2023.0;PLF;BG;6.0;EC;141.0;141-06;;23.0;2.0;8925093.0;8925093.0
2023.0;PLF;BG;9.0;SB;161.0;161-13;;61.0;6.0;24980000.0;24980000.0
2023.0;PLF;BG;2.0;CB;131.0;131-01;;53.0;5.0;15966000.0;15966000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-07-35;51.0;5.0;244650057.0;97290672.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-07;22.0;2.0;1541097.0;1541097.0
2023.0;PLF;BG;70.0;DA;144.0;;144-07-04;32.0;3.0;295863156.0;295863156.0
2023.0;PLF;BG;6.0;EC;139.0;139-02;;22.0;2.0;402233507.0;402233507.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-08;21.0;2.0;27853013.0;27853013.0
2023.0;PLF;BG;42.0;SF;219.0;219-04;;21.0;2.0;13906212.0;13906212.0
2023.0;PLF;BG;7.0;DB;134.0;134-24;;23.0;2.0;1216429.0;1216429.0
2023.0;PLF;BG;38.0;RA;150.0;150-03;;32.0;3.0;437868308.0;437868308.0
2023.0;PLF;CAS;7.0;YD;742.0;742-05;;31.0;3.0;608501.0;608501.0
2023.0;PLF;BG;42.0;SF;219.0;219-02;;51.0;5.0;0.0;2107493.0
2023.0;PLF;BG;12.0;AV;424.0;424-02;;62.0;6.0;0.0;100000000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-64-07;22.0;2.0;25751802.0;25751802.0
2023.0;PLF;BG;3.0;AC;215.0;215-04;;22.0;2.0;14423025.0;14423025.0
2023.0;PLF;BG;70.0;DA;212.0;212-10;;31.0;3.0;446000.0;436000.0
2023.0;PLF;BG;12.0;DC;129.0;129-16;;31.0;3.0;32009241.0;30221241.0
2023.0;PLF;BG;12.0;DC;129.0;129-10;;21.0;2.0;31211589.0;31211589.0
2023.0;PLF;BG;43.0;TA;174.0;174-01;;61.0;6.0;0.0;5099163.0
2023.0;PLF;BG;35.0;SA;204.0;204-11;;64.0;6.0;4533383.0;4533383.0
2023.0;PLF;BG;23.0;TA;113.0;113-07;;32.0;3.0;88307878.0;88307878.0
2023.0;PLF;BG;23.0;TA;380.0;380-02;;63.0;6.0;525000000.0;131250000.0
2023.0;PLF;BG;7.0;GA;156.0;156-05;;22.0;2.0;273501384.0;273501384.0
2023.0;PLF;BG;7.0;PR;363.0;363-05;;62.0;6.0;0.0;3000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-11-89;64.0;6.0;3014342.0;1472012.0
2023.0;PLF;BG;23.0;TA;217.0;217-26;;21.0;2.0;1059795.0;1059795.0
2023.0;PLF;BG;12.0;AV;421.0;421-02;;64.0;6.0;0.0;27000000.0
2023.0;PLF;BG;2.0;MA;180.0;180-05;;62.0;6.0;1831660.0;1831660.0
2023.0;PLF;CAS;7.0;YD;743.0;743-05;;31.0;3.0;7622.0;7622.0
2023.0;PLF;BG;23.0;VA;135.0;135-01;;31.0;3.0;1780000.0;1780000.0
2023.0;PLF;BG;42.0;SF;219.0;219-02;;22.0;2.0;23210301.0;23210301.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-05;23.0;2.0;6223735.0;6223735.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-85;51.0;5.0;1060461035.0;69968154.0
2023.0;PLF;BG;3.0;AC;206.0;206-02;;62.0;6.0;32115000.0;32115000.0
2023.0;PLF;BG;70.0;DA;178.0;;178-01-11;31.0;3.0;42102895.0;40717826.0
2023.0;PLF;BG;70.0;MB;169.0;;169-03-34;61.0;6.0;25000000.0;25000000.0
2023.0;PLF;BG;7.0;RD;200.0;;200-11-04;62.0;6.0;238510036.0;238510036.0
2023.0;PLF;BG;70.0;DA;212.0;;212-54-02;22.0;2.0;111297101.0;111297101.0
2023.0;PLF;BG;6.0;EC;140.0;140-05;;23.0;2.0;10099251.0;10099251.0
2023.0;PLF;BG;6.0;EC;141.0;141-13;;22.0;2.0;42837454.0;42837454.0
2023.0;PLF;BG;23.0;TA;181.0;181-12;;32.0;3.0;700000000.0;700000000.0
2023.0;PLF;CAS;43.0;YK;793.0;793-05;;64.0;6.0;41000000.0;41000000.0
2023.0;PLF;BG;7.0;GA;218.0;218-09;;71.0;7.0;336270.0;336270.0
2023.0;PLF;BG;9.0;OA;123.0;123-03;;63.0;6.0;2879150.0;2879150.0
2023.0;PLF;BG;12.0;DC;308.0;308-06;;22.0;2.0;1087610.0;1087610.0
2023.0;PLF;BG;12.0;DC;308.0;308-12;;31.0;3.0;404587.0;404587.0
2023.0;PLF;BG;56.0;SE;304.0;304-17;;63.0;6.0;299840750.0;299840750.0
2023.0;PLF;BG;12.0;AV;421.0;421-03;;64.0;6.0;0.0;67000000.0
2023.0;PLF;BG;3.0;AC;206.0;206-08;;64.0;6.0;4404000.0;4179000.0
2023.0;PLF;BG;9.0;AB;354.0;354-02;;31.0;3.0;9795509.0;9795509.0
2023.0;PLF;BG;12.0;DC;129.0;129-10;;23.0;2.0;2379058.0;2379058.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-02;22.0;2.0;41224079.0;41224079.0
2023.0;PLF;BG;12.0;VA;162.0;162-08;;64.0;6.0;2317060.0;2050460.0
2023.0;PLF;BG;36.0;TB;111.0;111-01;;64.0;6.0;3750000.0;4050000.0
2023.0;PLF;BG;12.0;DC;129.0;129-02;;22.0;2.0;29737741.0;29737741.0
2023.0;PLF;BG;9.0;SB;176.0;;176-06-07;63.0;6.0;27991567.0;27991567.0
2023.0;PLF;BG;6.0;SF;163.0;163-06;;31.0;3.0;104094207.0;104094207.0
2023.0;PLF;BG;7.0;DB;134.0;134-04;;53.0;5.0;3700000.0;3700000.0
2023.0;PLF;BA;12.0;XJ;624.0;624-03;;21.0;2.0;30173687.0;30173687.0
2023.0;PLF;BG;7.0;AD;110.0;110-02;;31.0;3.0;8930000.0;10355000.0
2023.0;PLF;BG;12.0;CA;165.0;165-05;;21.0;2.0;8194384.0;8194384.0
2023.0;PLF;BG;6.0;EC;214.0;214-02;;21.0;2.0;50140629.0;50140629.0
2023.0;PLF;BG;12.0;CA;126.0;126-04;;23.0;2.0;256754.0;256754.0
2023.0;PLF;BG;38.0;RA;172.0;172-13;;32.0;3.0;241780000.0;241780000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-10-79;31.0;3.0;18168535.0;8460133.0
2023.0;PLF;BG;70.0;DA;212.0;212-10;;51.0;5.0;4719000.0;7550479.0
2023.0;PLF;BG;9.0;SB;207.0;207-03;;31.0;3.0;16846077.0;15951077.0
2023.0;PLF;BG;12.0;DC;129.0;129-16;;22.0;2.0;5584134.0;5584134.0
2023.0;PLF;BG;6.0;EC;139.0;139-07;;23.0;2.0;1364338.0;1364338.0
2023.0;PLF;BG;38.0;RA;172.0;172-02;;64.0;6.0;1187720000.0;922800000.0
2023.0;PLF;BG;7.0;DB;134.0;134-15;;52.0;5.0;625000.0;655000.0
2023.0;PLF;BG;70.0;DA;212.0;;212-55-01;22.0;2.0;3691215446.0;3691215446.0
2023.0;PLF;BG;12.0;DC;308.0;308-02;;51.0;5.0;190000.0;190000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-09-74;31.0;3.0;1830151.0;4621947.0
2023.0;PLF;BG;70.0;DA;212.0;;212-58-04;22.0;2.0;39655532.0;39655532.0
2023.0;PLF;BG;6.0;EC;140.0;140-03;;23.0;2.0;10275417.0;10275417.0
2023.0;PLF;BG;56.0;SE;304.0;304-21;;61.0;6.0;36000000.0;36000000.0
2023.0;PLF;BG;70.0;DA;146.0;;146-06-14;51.0;5.0;526329210.0;754304249.0
2023.0;PLF;BG;3.0;AC;215.0;215-04;;23.0;2.0;76408.0;76408.0
2023.0;PLF;BG;23.0;VA;177.0;177-14;;64.0;6.0;5513700.0;5513700.0
2023.0;PLF;BG;12.0;AV;425.0;425-03;;31.0;3.0;0.0;1500000000.0
2023.0;PLF;BG;10.0;JA;310.0;310-05;;21.0;2.0;3334879.0;3334879.0
2023.0;PLF;BG;6.0;EC;214.0;214-06;;23.0;2.0;15570394.0;15570394.0
2023.0;PLF;BG;1.0;AA;105.0;105-07;;22.0;2.0;80081498.0;80081498.0
2023.0;PLF;BG;7.0;PB;531.0;531-01;;10.0;1.0;13295000.0;13295000.0
2023.0;PLF;BG;2.0;CB;361.0;361-04;;53.0;5.0;3648190.0;3648190.0
2023.0;PLF;BG;56.0;SE;124.0;124-14;;31.0;3.0;9835098.0;9835098.0
2023.0;PLF;BG;12.0;DC;308.0;308-02;;62.0;6.0;10000.0;10000.0
2023.0;PLF;BG;1.0;AA;151.0;151-01;;22.0;2.0;35127100.0;35127100.0
2023.0;PLF;BG;10.0;JA;310.0;310-10;;31.0;3.0;43373875.0;43373875.0
2023.0;PLF;CCF;7.0;ZB;821.0;821-01;;71.0;7.0;10000000000.0;10000000000.0
2023.0;PLF;BG;7.0;PR;362.0;362-06;;63.0;6.0;0.0;1375.0
2023.0;PLF;BG;9.0;IA;104.0;104-16;;64.0;6.0;11321919.0;11321919.0
2023.0;PLF;BG;70.0;DA;144.0;;144-03-31;51.0;5.0;251983361.0;194174194.0
2023.0;PLF;BG;70.0;DA;212.0;212-60;;23.0;2.0;1849538.0;1849538.0
2023.0;PLF;BG;56.0;SE;304.0;304-15;;64.0;6.0;1394923.0;1394923.0
2023.0;PLF;BG;43.0;TA;174.0;174-05;;64.0;6.0;31388939.0;31388939.0
2023.0;PLF;BG;23.0;TA;217.0;217-11;;21.0;2.0;129205422.0;129205422.0
2023.0;PLF;BG;7.0;PR;364.0;364-07;;64.0;6.0;0.0;220520000.0
2023.0;PLF;BG;12.0;AV;421.0;421-01;;64.0;6.0;0.0;25000000.0
2023.0;PLF;BG;9.0;SB;207.0;207-03;;61.0;6.0;5100000.0;5100000.0
2023.0;PLF;BG;42.0;SF;219.0;219-04;;61.0;6.0;175000.0;175000.0
2023.0;PLF;BG;7.0;GA;156.0;156-06;;31.0;3.0;11440000.0;10940000.0
2023.0;PLF;BG;9.0;SB;176.0;;176-02-01;22.0;2.0;57545875.0;57545875.0
2023.0;PLF;BG;9.0;SB;176.0;;176-04-04;21.0;2.0;598172595.0;598172595.0
2023.0;PLF;BG;10.0;JA;182.0;182-01;;31.0;3.0;77654392.0;67810142.0
2023.0;PLF;BG;70.0;DA;178.0;;178-01-14;51.0;5.0;265815014.0;248486725.0
2023.0;PLF;BG;2.0;CB;361.0;361-01;;32.0;3.0;146452597.0;146452597.0
2023.0;PLF;BG;1.0;AA;185.0;185-01;;31.0;3.0;40345662.0;40345662.0
2023.0;PLF;BG;6.0;EC;139.0;139-02;;21.0;2.0;1120263206.0;1120263206.0
2023.0;PLF;BG;23.0;TA;181.0;181-10;;51.0;5.0;3520000.0;3520000.0
2023.0;PLF;BG;9.0;SB;207.0;207-02;;31.0;3.0;35201030.0;35201030.0
2023.0;PLF;BG;70.0;DA;212.0;;212-67-01;23.0;2.0;96284.0;96284.0
2023.0;PLF;BG;38.0;RA;150.0;150-17;;22.0;2.0;43000776.0;43000776.0
2023.0;PLF;BG;7.0;PR;362.0;362-01;;62.0;6.0;0.0;123550000.0
2023.0;PLF;BG;23.0;TA;181.0;181-09;;23.0;2.0;201433.0;201433.0
2023.0;PLF;BG;9.0;IA;303.0;303-02;;32.0;3.0;109471213.0;109471213.0
2023.0;PLF;BG;36.0;TB;111.0;111-03;;31.0;3.0;5651547.0;7910000.0
