Catégorie;Sous catégorie;Sous sous catégorie;Numéro;Libellé législatif;Information complémentaire
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210316;Crédit d'impôt en faveur des entreprises agricoles utilisant le mode de production biologique;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210318;Crédit d'impôt en faveur des métiers d'art;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210320;Crédit d'impôt en faveur de l'intéressement;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210321;"Crédit d'impôt ""Eco prêt à taux zéro""";
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210322;Abattement applicable aux bénéfices des entreprises provenant d'exploitations situées dans les départements d'outre-mer;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210323;Exonération des plus-values de cession d'un droit de surélévation;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210324;Crédit d'impôt en faveur de la compétitivité et de l'emploi;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210325;Crédit d'impôt à raison des investissements productifs réalisés dans les départements d'outre-mer avant le 31 décembre 2025;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux, bénéfices agricoles et bénéfices non commerciaux) et à l'impôt sur les sociétés;Dispositions diverses;210326;Taxation au taux de 10% des revenus issus de certains actifs de propriété industrielle;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220101;Exonération plafonnée à 61 000 € de bénéfice pour les entreprises qui exercent une activité en zone franche urbaine;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220102;Exonération plafonnée à 50 000 € du bénéfice réalisé par les entreprises qui exercent une activité dans une zone franche urbaine de troisième génération ou qui créent une activité dans une zone franche urbaine-territoire entrepreneur entre le 1er janvier 2006 et le 31 décembre 2020;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220104;Exonération d'impôt sur les bénéfices dans les zones de revitalisation rurale pour les entreprises créées ou reprises entre le 1er janvier 2011 et le 31 décembre 2020;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux et bénéfices non commerciaux) et à l'impôt sur les sociétés;Exonérations;220105;Exonération totale ou partielle des bénéfices réalisés par les entreprises participant à un projet de recherche et de développement et implantées dans une zone de recherche et de développement;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230101;Déduction des versements à fonds perdus effectués en faveur de certains organismes de construction;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230102;Déduction exceptionnelle en faveur de l’investissement des PME dans la robotique et la digitalisation industrielles;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Déductions;230103;Déduction exceptionnelle en faveur des navires, bateaux ou équipements répondant à des enjeux écologiques;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Crédits d'impôt;230202;Crédit d'impôt pour adhésion à un groupement de prévention agréé;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Crédits d'impôt;230203;Crédit d'impôt en faveur des maîtres-restaurateurs;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Amortissements;230303;Majoration de la base de calcul des amortissements des immobilisations acquises au moyen de primes de développement régional, de développement artisanal ou d'aménagement du territoire;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230403;Déduction spéciale prévue en faveur des entreprises de presse;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230408;Provision pour aides à l'installation consenties par les entreprises à leurs salariés sous forme de prêts ou de souscription au capital de l'entreprise créée;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230409;Provision pour investissement des sommes excédant l'obligation légale de la participation et portées à la réserve spéciale de participation;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230410;Provision pour charges exceptionnelles ou pour risques afférents aux opérations d'assurance crédit des entreprises d'assurance et de réassurance;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Provisions;230411;Provision pour risque d’intervention du fonds de garantie des dépôts et de résolution;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Plus-values;230504;"Exonération des plus-values de cession : - d'actions ou de parts de sociétés agréées pour la recherche scientifique ou technique ; - de titres de sociétés financières d'innovation conventionnées";
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Plus-values;230507;Taxation au taux réduit de 6 % libératoire de l'impôt sur le revenu ou de 8 % libératoire de l'impôt sur les sociétés, des plus-values réalisées à l'occasion d'apports à un groupement forestier;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Plus-values;230509;Etalement des plus-values à court terme réalisées par les entreprises de pêche maritime lors de la cession de navires de pêche ou de parts de copropriété de tels navires avant le 31 décembre 2010;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Plus-values;230510;Exonération des plus-values de cession de bateaux affectés au transport fluvial de marchandises;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230601;Application du taux réduit d'imposition aux distributions d'actifs effectués, directement ou indirectement, par certaines sociétés de capital-risque;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230602;Exonération totale ou partielle des bénéfices réalisés par les entreprises nouvelles qui se créent entre le 1er janvier 2007 et le 31 décembre 2020 dans les zones d'aide à finalité régionale ou qui se sont créées entre le 1er janvier 1995 et le 31 décembre 2010 dans les zones de revitalisation rurale et de redynamisation urbaine;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230604;Exonération totale ou partielle des bénéfices réalisés par les jeunes entreprises innovantes (existantes au 1er janvier 2004 ou créées entre le 1er janvier 2004 et le 31 décembre 2019) et les jeunes entreprises universitaires;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230605;Exonération du bénéfice réalisé par les entreprises créées en zone de restructuration de la défense;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230606;Exonération d'impôt sur les bénéfices pour les entreprises qui exercent ou créent entre le 1er janvier 2007 et le 31 décembre 2017 une activité dans les bassins d'emploi à redynamiser;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230607;Exonération des bénéfices réalisés en France et des revenus de source française versés ou perçus par des organismes chargés de l'organisation en France d'une compétition sportive internationale et de leurs filiales, directement liés à l'organisation de la compétition sportive internationale.;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230608;Exonération d'impôt sur les bénéfices dans les bassins urbains à dynamiser pour les entreprises créées entre le 1er janvier 2018 et le 31 décembre 2020;
Impôt sur le revenu et impôt sur les sociétés;Dispositions communes à l'impôt sur le revenu (bénéfices industriels et commerciaux) et à l'impôt sur les sociétés;Régimes spéciaux d'imposition;230609;Exonération d’impôt sur les bénéfices dans les zones de développement prioritaire pour les entreprises créées entre le 1er janvier 2019 et le 31 décembre 2020;
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300101;"Exonération sous certaines conditions : - des coopératives agricoles et de leurs unions ; - des coopératives artisanales et de leurs unions ; - des coopératives d'entreprises de transport ; - des coopératives artisanales de transport fluvial ; - des coopératives maritimes et de leurs unions";
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300102;Exonération des organismes d'HLM et des offices publics d'aménagement et de construction (OPAC);
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300106;Exonération des sociétés immobilières pour le commerce et l'industrie et des sociétés agréées pour le financement des télécommunications;
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300109;Exonération des syndicats professionnels et de leurs unions pour leurs activités portant sur l'étude et la défense des droits et des intérêts collectifs matériels ou moraux de leurs membres ou des personnes qu'ils représentent;
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300110;Exonération des unions d'économie sociale;
Impôt sur les sociétés;Exonérations;Exonérations d'activités;300111;Exonération des bénéfices réalisés, au cours des 24 mois suivant leur création, par les sociétés créées entre le 1er juillet 2007 et le 31 décembre 2020 pour reprendre une entreprise ou des établissements industriels en difficulté;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300201;Exonération des revenus patrimoniaux des établissements publics scientifiques, d'enseignement et d'assistance pour leurs revenus fonciers agricoles et mobiliers;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300203;Exonération des sociétés de capital-risque (SCR);
Impôt sur les sociétés;Exonérations;Exonérations de produits;300204;Exonération d'impôt sur les sociétés de la valeur nette de l'avantage en nature consenti par les personnes morales qui ont pour objet de transférer gratuitement à leurs membres la jouissance d'un bien meuble ou immeuble;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300205;Exonération des établissements publics et des sociétés d'économie mixte chargés de l'aménagement par une convention contractée, en application du deuxième alinéa de l'article L. 300-4 du code de l'urbanisme ainsi que des sociétés d'habitations à loyer modéré régies par l'article L. 411-2 du code de la construction et de l'habitation, pour les résultats provenant des opérations réalisées dans le cadre d'une zone d'aménagement concerté;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300206;Exonérations des produits retirés par les sociétés d'investissements immobiliers cotées, ainsi que par leurs filiales ou des filiales de sociétés de placement à prépondérance immobilière à capital variable ou des filiales conjointes de ces dernières sociétés, et provenant de la location d'immeubles, de la sous-location des immeubles pris en crédit bail ou dont la jouissance a été conférée à titre temporaire par l'Etat, une collectivité territoriale ou leurs établissements publics, de certains droits réels immobiliers et de certaines plus-values de cession;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300207;Exonération des sociétés unipersonnelles d'investissement à risque (SUIR);
Impôt sur les sociétés;Exonérations;Exonérations de produits;300208;Exonération des établissements publics de recherche, des établissements publics d'enseignement supérieur, des personnes morales créées pour la gestion d'un pôle de recherche et d'enseignement supérieur et des fondations d'utilité publique du secteur de la recherche pour leurs revenus tirés d'activités relevant d'une mission de service public;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300209;Exonération des droits d'adhésion perçus par les sociétés d'assurance mutuelles;
Impôt sur les sociétés;Exonérations;Exonérations de produits;300210;Exonération des sociétés de placement à prépondérance immobilière à capital variable (SPPICAV);
Impôt sur les sociétés;Exonérations;Exonérations de produits;300211;Exonération en matière d'impôt sur les sociétés des revenus patrimoniaux perçus par les fondations reconnues d'utilité publique et les fonds de dotation au titre des activités non lucratives;
Impôt sur les sociétés;Exonérations;Exonérations géographiques;300303;Exonération, sur agrément, des bénéfices réinvestis dans l'entreprise pour les sociétés de recherche et d'exploitation minière dans les départements d'outre-mer;
Impôt sur les sociétés;Provisions et amortissements;Amortissements;310204;Amortissement exceptionnel égal à 50 % du montant des sommes versées pour la souscription de parts de sociétés d'épargne forestière;
Impôt sur les sociétés;Modalités particulières d'imposition;;320105;Taxation à un taux réduit des produits de titres de créances négociables sur un marché réglementé, perçus par des organismes sans but lucratif;
Impôt sur les sociétés;Modalités particulières d'imposition;;320108;Taxation à un taux réduit de certains revenus de capitaux mobiliers perçus par les caisses de retraite et de prévoyance;
Impôt sur les sociétés;Modalités particulières d'imposition;;320113;Déduction des investissements productifs réalisés dans les départements et collectivités d'outre-mer et des souscriptions au capital de sociétés qui réalisent de tels investissements;
Impôt sur les sociétés;Modalités particulières d'imposition;;320115;Non-assujettissement à l'impôt sur les sociétés des résultats des activités des associations conventionnées (art. L. 5132-7 du code du travail) et des associations de services aux personnes agréées (art. L. 7232-1 du code du travail) ou autorisées (art. L. 313-1 du code de l'action sociale et des familles) et taxation au taux réduit des revenus de leur patrimoine foncier, agricole et mobilier;
Impôt sur les sociétés;Modalités particulières d'imposition;;320116;Franchise d'impôt sur les sociétés pour les activités lucratives accessoires des associations sans but lucratif lorsque les recettes correspondantes n'excèdent pas 60 000 € (limite indexée, chaque année, sur la prévision de l'indice des prix à la consommation, hors tabac);
Impôt sur les sociétés;Modalités particulières d'imposition;;320118;Réduction d'impôt sur les sociétés pour les entreprises ayant effectué des versements en faveur de l'achat de Trésors Nationaux et autres biens culturels spécifiques;
Impôt sur les sociétés;Modalités particulières d'imposition;;320119;Détermination du résultat imposable des entreprises de transport maritime en fonction du tonnage de leurs navires;
Impôt sur les sociétés;Modalités particulières d'imposition;;320121;Crédit d'impôt pour dépenses de production d'oeuvres cinématographiques;
Impôt sur les sociétés;Modalités particulières d'imposition;;320122;Déduction pour les groupements d'employeurs des sommes inscrites à un compte d'affectation spéciale et destinées à couvrir leur responsabilité solidaire pour le paiement des dettes salariales;
Impôt sur les sociétés;Modalités particulières d'imposition;;320128;Crédit d'impôt pour la production phonographique;
Impôt sur les sociétés;Modalités particulières d'imposition;;320129;Crédit d'impôt pour dépenses de production d'oeuvres audiovisuelles;
Impôt sur les sociétés;Modalités particulières d'imposition;;320134;Crédit d'impôt pour le rachat des entreprises par les salariés;
Impôt sur les sociétés;Modalités particulières d'imposition;;320135;Crédit d'impôt pour les entreprises de création de jeux vidéos;
Impôt sur les sociétés;Modalités particulières d'imposition;;320136;Crédit d'impôt à raison des investissements effectués dans le secteur du logement social dans les départements d'outre-mer avant le 31 décembre 2025;
Impôt sur les sociétés;Modalités particulières d'imposition;;320138;Déduction de la part des excédents mis en réserves impartageables par les sociétés coopératives d'intérêt collectif;
Impôt sur les sociétés;Modalités particulières d'imposition;;320139;Taxation au taux réduit des plus-values à long terme provenant des produits de cessions et de concessions de brevets;
Impôt sur les sociétés;Modalités particulières d'imposition;;320140;Crédit d'impôt pour dépenses de production d'oeuvres cinématographiques et audiovisuelles engagées par des entreprises de production exécutive;
Impôt sur les sociétés;Modalités particulières d'imposition;;320141;Imposition au taux réduit de 19 % des plus-values de cession de locaux professionnels ou de terrains à bâtir, situés dans les zones les plus tendues, au profit de certaines sociétés, sous réserve que le cessionnaire s’engage à transformer ces immeubles en locaux d’habitation ou à y construire de tels locaux dans un délai de 4 ans;
Impôt sur les sociétés;Modalités particulières d'imposition;;320142;Crédit d'impôt pour dépenses de production de spectacles vivants;
Impôt sur les sociétés;Modalités particulières d'imposition;;320143;Réduction d'impôt pour mise à disposition d'une flotte de vélos;
Autres impôts directs;Retenues à la source;;430101;Exonération des retenues à la source prévues aux c et b du I de l'article 182 B du CGI et à l'article 119 bis du CGI à raison des bénéfices réalisés en France et des revenus de source française versés ou perçus par des organismes chargés de l'organisation en France d'une compétition sportive internationale et de leurs filiales, directement liés à l'organisation de la compétition sportive internationale;
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440101;Exonération des immeubles affectés à l'activité professionnelle principale du redevable ou à l’activité opérationnelle de l’entreprise dans laquelle le redevable exerce son activité professionnelle principale;
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440102;Exonération partielle des bois et forêts, des parts de groupement forestier, des biens ruraux loués par bail à long terme et des parts de GFA;
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440103;Limitation de l'imposition à l'IFI à raison des seuls biens situés en France des personnes qui n'ont pas été fiscalement domiciliées en France au cours des cinq années civiles précédant celle au cours de laquelle elles ont élu domicile en France;
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440104;Exonération en faveur des petits porteurs détenant moins de 5% du capital ou des droits de vote d'une société d'investissements immobiliers cotée (SIIC);
Autres impôts directs;Impôt sur la fortune immobilière;Réductions de droits;440201;Réduction d'impôt au titre de certains dons;
Droits d'enregistrement et de timbre;Dispositions communes aux droits d'enregistrement et de timbre;;500101;Exonération de droits d'enregistrement et de timbre des sociétés coopératives agricoles de céréales, d'insémination artificielle et d'utilisation de matériel agricole;
Droits d'enregistrement et de timbre;Dispositions communes aux droits d'enregistrement et de timbre;;500102;Réduction de 50 % des tarifs des droits d'enregistrement et de timbre en Guyane;
Droits d'enregistrement et de timbre;Dispositions communes aux mutations à titre gratuit et à titre onéreux;;510101;Exonération des mutations à titre gratuit ou onéreux portant sur des oeuvres d'art, livres, objets de collection ou documents de haute valeur artistique ou historique et agréés, dont le nouveau propriétaire fait don à l'Etat;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520104;Exonération des mutations en faveur de certaines collectivités locales, de certains organismes, établissements publics ou d'utilité publique, ou de personnes morales ou d'organismes étrangers situés dans un Etat membre de l'Union européenne ou partie à l'Espace économique européen dont les objectifs et caractéristiques sont similaires;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520105;Exonération des monuments historiques classés ou inscrits et des parts de SCI familiales détenant des biens de cette nature;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520107;Exonération sous certaines conditions et dans certaines limites des immeubles neufs acquis entre le 1er juin 1993 et le 31 décembre 1994 ou entre le 1er août et le 31 décembre 1995, et des immeubles anciens acquis entre le 1er août 1995 et le 31 décembre 1996;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520108;Exonération de droits de mutation pour les successions des victimes d'opérations militaires ou d'actes de terrorisme;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520109;Exonération partielle de droits de mutation des bois et forêts, des sommes déposées sur un compte d'investissement forestier et d'assurance (CIFA), des parts d'intérêts détenues dans un groupement forestier, des biens ruraux loués par bail à long terme, des parts de GFA et de la fraction des parts de groupements forestiers ruraux représentative de biens de nature forestière et celle représentative de biens de nature agricole;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520110;Exonération partielle, sous certaines conditions, de droits de mutation à titre gratuit lors de la transmission d'entreprises exploitées sous la forme individuelle ou détenues sous forme sociale;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520111;Exonération des dons et legs consentis à des associations d'utilité publique de protection de l'environnement et de défense des animaux;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520112;Exonération temporaire des mutations par décès portant sur des immeubles et des droits immobiliers situés en Corse;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520114;Abattement sur la part nette de l'héritier à concurrence du montant des dons effectués au profit de fondations, de certaines associations, de certains organismes reconnus d'utilité publique, des organismes mentionnés à l'article 794 du C.G.I., de l'Etat et de ses établissements publics;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520116;Exonération de droits de mutation des successions des sapeurs-pompiers décédés en opération de secours;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520118;Exonération, sous certaines conditions, de droits de mutation à titre gratuit, à concurrence des trois quarts de leur montant, en faveur des successions et donations intéressant les propriétés non bâties qui ne sont pas de nature de bois et forêts et situées dans les sites NATURA 2000, les zones centrales des parcs nationaux, les réserves naturelles, les sites classés et les espaces naturels remarquables du littoral;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520121;Exonération au bénéfice du donataire des dons ouvrant droit, pour le donateur, à la réduction d'impôt sur la fortune immobilière;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520122;Exonération de droits de mutation des successions des policiers, des gendarmes et des agents des douanes décédés dans l'accomplissement de leur mission;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520123;Exonération de droits de succession sur les immeubles non bâtis ou les droits portant sur ces immeubles, de faible valeur et indivis au sein d'une parcelle cadastrale, pour lesquels le droit de propriété du défunt n'a pas été constaté avant son décès, sous condition de reconstitution des titres de propriété;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520125;Exonération temporaire de DMTG, sous conditions, des donations entre vifs réalisées en pleine propriété d’immeubles neufs à usage d’habitation, pour lesquels un permis de construire a été obtenu entre le 1er septembre 2014 et le 31 décembre 2016, constatées par un acte authentique signé au plus tard dans les trois ans suivant l'obtention du permis, dans la limite d'un plafond variable en fonction du lien de parenté et d'un plafond global de 100 000 € par donateur;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520126;Exonération partielle de droits de mutation à titre gratuit des immeubles et droits immobiliers, à concurrence de 50 % de leur valeur, à raison de la première transmission à titre gratuit postérieure à la reconstitution des titres de propriété y afférents et régulièrement constatés entre le 1er octobre 2014 et la 31 décembre 2027;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520127;Exonération de droits de mutation des dons en numéraires reçus par les victimes d'actes terroristes ou, en cas de décès, par leurs proches et des dons numéraires reçus par les militaires, policiers, gendarmes, sapeurs-pompiers ou agents des douanes blessés en opération ou, en cas de décès, par leurs proches;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520128;Exonération temporaire de certaines mutations portant sur les immeubles et les droits immobiliers situés à Mayotte réalisées entre le 1er janvier 2018 et le 31 décembre 2025;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Abattements;520201;Abattement effectué sur l'actif taxable aux droits de mutation revenant à tout héritier, légataire ou donataire handicapé physique ou mental;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Abattements;520209;Abattement de 300 000 € sur la valeur du fonds ou de la clientèle d’une entreprise individuelle ou de parts ou actions de société pour la liquidation des droits de mutation à titre gratuit en cas de donations aux salariés;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Réductions de droits;520302;Réduction de droits en raison de la qualité du donataire ou de l'héritier (mutilé, etc.);
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Déductions de l'actif;520401;Déduction de l'actif successoral des rentes ou indemnités versées ou dues en réparation de dommages corporels liés à un accident ou une maladie;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Déductions de l'actif;520402;Déduction de l'actif successoral des frais de reconstitution de titres de propriété d'immeubles ou de droits immobiliers pour lesquels le droit de propriété du défunt n'a pas été constaté avant son décès, sous condition de reconstitution des titres de propriété;
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Déductions de l'actif;520403;Déduction de la valeur déclarée d'immeubles ou de droits immobiliers transmis par donation, des frais de reconstitution des titres de propriété y afférents engagés dans les vingt-quatre mois précédant la donation et mis à la charge du donateur par le notaire, sous condition de reconstitution des titres de propriété.;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations d'immeubles;530101;Exonération des transferts de biens de toute nature opérés entre organismes HLM, sociétés de crédit immobilier ou leurs unions, sociétés d'économie mixte exerçant une activité de construction ou de gestion dans le secteur du logement social au sens de l'article L. 411-1 du code de la construction et de l'habitation et organismes bénéficiant de l’agrément maîtrise d’ouvrage (article L. 365-2 du code de la construction et de l’habitation) en matière de droit proportionnel;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations d'immeubles;530102;Application d'un droit fixe au lieu de la taxe de publicité foncière sur la transmission de biens appartenant à un organisme d'intérêt public au profit d'un établissement reconnu d'utilité publique effectuée dans un but d'intérêt général ou de bonne administration;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530202;Exonération des acquisitions d'actions de sociétés d'économie mixte par les collectivités locales;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530203;Exonération des cessions de parts de fonds communs de placement à risques, de certains fonds professionnels spécialisés, de fonds professionnels de capital investissement et de sociétés de libre partenariat;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530206;Exonération du droit budgétaire de 2 % de mutation pour les acquisitions de fonds de commerce dans certaines zones prioritaires d'aménagement du territoire;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530207;Application du droit d'enregistrement de 3% (0,1% à compter du 1er août 2012) pour les actes et conventions conclues à compter du 6 août 2008 sur les cessions d'actions de sociétés d'économie mixte exerçant une activité de construction ou de gestion de logements sociaux et d'organismes d'HLM;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530208;Exonération des cessions réalisées par les SAFER;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530211;Exonération de droit d'enregistrement pour les acquisitions de droits sociaux effectués par une société créée en vue de racheter une autre société;
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530212;Application d'un abattement de 300 000 € sur la valeur du fonds ou de la clientèle en cas de cession en pleine propriété de fonds artisanaux, de fonds de commerce, de fonds agricoles ou de clientèles d'une entreprise individuelle ou de parts ou actions d'une société;
