Nature juridique du bénéficiaire;;;;Rattachement d'un operateur;;Bénéficiaire de la taxe;;Taxe affectée;;;;;;;;;;;Référence juridique;
Secteur;Catégorie d'opérateur ou répartition nature juridique;Catégorie d'opérateur ou nature juridique;Numéro SIREN;Mission;Programme;Code;Libellé;Code;Libellé;Exécution 2018;Plafond 2018;Reversement BG 2018;Exécution 2019;Plafond 2019;Reversement BG 2019;Exécution 2020;Plafond 2020;Reversement BG 2020;Début du plafonnement;Référence juridique
Autres bénéficiaires;Autres personnes morales de droit privé;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle;824541148;;;57;Action Logement Services;250;Taxe spéciale sur les conventions d'assurance;Inexistant en 2018;;;140 000 000;140 000 000;0;290 000 000;290 000 000;0;LFI 2019;art 991 à 1004 du CGI ?
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;105;Taxe annuelle sur les produits cosmétiques;0;;;0;;;0;;;;Art. 1600-0 P du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;56;AFB - Agence française pour la biodiversité;82;Prélèvement sur la redevance pour pollutions diffuses (fraction Ecophyto );41 000 000;;;41 000 000;;;41 000 000;;;;Art. L213-10-8 (§ V) du Code de l’environnement
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130012024;Agriculture, alimentation, forêt et affaires rurales;206 Sécurité et qualité sanitaires de l'alimentation;1;ANSéS - Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail;74;Taxe annuelle portant sur les autorisations de médicaments vétérinaires et les autorisations d’établissements pharmaceutiques vétérinaires;3 758 166;4 500 000;0;4 500 000;4 500 000;0;4 500 000;4 500 000;0;LFR 2016 et LFI 2017;Art. L. 253-8-2 du Code rural de la pêche maritime
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180005019;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;23;CELRL - Conservatoire de l'espace littoral et des rivages lacustres;31;Droit de francisation et de navigation (DAFN);36 960 000;36 960 000;0;37 440 000;38 500 000;0;37 440 000;38 500 000;0;LFI 2012;Art. 224 du Code des douanes
Secteur local;Régions;Région;;;;156;Régions;216;Taxe intérieure de consommation sur les produits énergétique (TICPE dont part modulable);4 950 000 000;;;4 836 000 000;;;4 570 000 000;;;;Art. 40 de la LFI 2006 et art. 36 de la LFI 2012
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial doté d'un comptable public;440546018;Recherche et enseignement supérieur;190 Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;19;IRSN - Institut de radioprotection et de sûreté nucléaire;202;Contribution annuelle au profit de l'Institut de radioprotection et de sûreté nucléaire;62 758 250;62 500 000;258 250;62 500 000;62 500 000;0;62 450 000;62 500 000;0;LFR 2015 et de la LFI 2016;Art. 96 de la LFR 2010
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130012024;Agriculture, alimentation, forêt et affaires rurales;206 Sécurité et qualité sanitaires de l'alimentation;1;ANSéS - Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail;79;Taxe sur la vente des produits phytopharmaceutiques disposant d’une autorisation de mise sur le marché (AMM);4 183 633;6 300 000;0;4 200 000;6 300 000;0;4 300 000;4 200 000;100 000;LFR-I 2014 et de la LFI 2015;I de l'art. L.5141-8 du Code de la santé publique
Secteur local;Régions;Région;;;;177;Régions de la Guadeloupe, de la Martinique, de la Guyane et de la Réunion;239;Taxe due par les entreprises de transport public aérien et maritime sur les passagers embarqués;7 496 613;;;7 496 613;;;7 496 613;;;;Art. 285 ter du Code des douanes
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;;;;27;"CTI de la filière Bois - Comité professionnel de développement des industries françaises de l'ameublement et du bois (CODIFAB); Institut technologique FCBA (Filière cellulose, bois, ameublement); Centre technique de la mécanique (CETIM)";35;Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois;14 309 500;13 300 000;1 009 500;13 300 000;12 477 000;823 000;13 300 000;12 477 000;823 000;LFI 2012;Art. 71 A de la LFR 2003 modifié par l'art. 44 de la LFI 2005 et par l'art.109 de la LFI 2007
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180092272;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;110;CGLLS - Caisse de garantie du logement locatif social;121;Cotisation versée par les organismes HLM et les SEM;389 800 000;;;566 500 000;;;266 500 000;;;;Art. L452-4 du Code de la construction et de l'habitation
Autres bénéficiaires;Associations;Association déclarée;502464787;;;154;Fonds d'assurance formation (FAF) des chefs d'entreprise inscrits au répertoire des métiers, yc FAF régionaux (sauf Alsace);211;Contribution visée au II de l'article 8 de l'ordonnance n° 2003-1213 du 18 décembre 2003;38 792 719;;;32 507 371;;;32 507 371;;;;Art. 1601 B du CGI, modifié par la loi n°2006-1771 du 30 décembre 2006
Secteur local;Collectivités territoriales de l'Outre-Mer;Collectivité et territoire d'Outre Mer;;;;128;Collectivités territoriales des DOM;172;Droit d'octroi de mer et droit d'octroi de mer régional;1 094 474 393;;;1 094 474 393;;;1 094 474 393;;;;Loi du 2 juillet 2004 n°2004-639
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;422097683;;;61;Etablissement public foncier de l'Ouest Rhône-Alpes;20;Taxes spéciales d'équipement;28 600 000;30 769 000;0;30 430 000;30 430 000;0;30 430 000;30 430 000;0;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180038010;;;161;FS - Fonds de solidarité et FNSA depuis 2015;221;Contribution de solidarité en faveur des travailleurs privés d'emploi versée par les employeurs du secteur public et parapublic;128 050 000;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. L 5423-26 et suiv. du Code du travail - Seuil de contribution prévu par l'article R 5423-52 du Code du travail
Autres bénéficiaires;Associations;Association déclarée;;;;179;Multiples;243;"Taxe d'apprentissage - Partie ""hors quota"" ou ""part soumise au barème"" - versements aux établissements de formation";669 061 139;;;692 478 279;;;Inexistant en 2020;;;;Art. L6241-1 et suiv. du Code du travail et art. 1599ter A et suiv. du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;498408392;;;183;Etablissement public foncier local du département de l'Oise;20;Taxes spéciales d'équipement;7 336 961;;;7 300 000;;;7 300 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";142;Contribution sur les indemnités de mise à la retraite;41 950 658;;;41 950 658;;;41 950 658;;;;Art. L. 137-12 du Code de la sécurité sociale
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;56;AFB - Agence française pour la biodiversité;83;Redevances des agences de l'eau;Inexistant en 2018;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. L213-10, L213-10-1 à L213-10-12 du Code de l’environnement
Organismes d'administration centrale ;Autres personnes morales de droit public dépendant de l'Etat;Autorité administrative indépendante;130012321;;;17;ARAFER - Autorité de régulation des activités ferroviaires et routières;50;Taxe pour frais de contrôle sur les activités de transport public routier;310 000;1 100 000;0;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 1609 sextricies du CGI
Secteur local;Communes;Commune et commune nouvelle;;;;141;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part intercommunale;185;Taxe sur les remontées mécaniques;829 176;;;829 176;;;829 176;;;;Art. L2333-49 à L2333-53, L3333-4 à L3333-7 du Code général des collectivités territoriales
Autres bénéficiaires;Associations;Association déclarée;;;;54;Organismes de secours et de sauvetage en mer agréés (art. L742-9 code de la sécurité intérieure);245;Droit de passeport applicable aux grands navires de plaisance;103 000;4 000 000;0;103 000;4 000 000;0;103 000;4 000 000;0;LFR 2017 et LFI 2018;Art. 224 du code des douanes
Autres bénéficiaires;Associations;Association déclarée;;;;173;OPCA - Organismes paritaires collecteurs agréés;258;PEFPC : Participation au financement de la formation des professions non salariées (Artistes auteurs) correspondant au minimum à 0,1% au du montant annuel du plafond de la SS;9 799 876;;;10 142 872;;;10 376 158;;;;Art. L. 6331-65 du code du travail et suivant
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130006364;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;3;France Agrimer;5;Taxe pour l’utilisation de la plate-forme Expadon 2;0;2 000 000;0;0;2 000 000;0;0;2 000 000;0;LFR-I 2014 et de la LFI 2015;Art. 103 de la LFR-2 2014
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";144;Redevances UMTS 2G et 3G;23 116 257;;;23 116 257;;;23 116 257;;;;Art. L. 241-3 du Code de la sécurité sociale
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;107;CNC - Centre national du cinéma et de l'image animée;153;Taxe sur les ventes et les locations de vidéogrammes destinés à l'usage privé du public (taxe vidéo et VOD );25 700 000;;;30 420 000;;;30 420 000;;;;Art.L116-1 du Code du cinéma et de l’image animée
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;;;14;SGP - Société du Grand Paris;267;Taxe additionnelle régionale de 15% à la taxe de séjour IDF;Inexistant en 2018;;;15 000 000;20 000 000;0;20 000 000;20 000 000;0;LFI 2019;Art. L.2531-17 CGCT
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;509167680;;;78;Etablissement public foncier d'Occitanie;20;Taxes spéciales d'équipement;31 180 000;33 000 000;0;32 640 000;32 640 000;0;28 340 000;28 340 000;0;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;162;Taxe sur les déchets réceptionnés dans une installation de stockage ou un incinérateur de déchets ménagers;16 828 565;;;16 828 565;;;16 828 565;;;;Art. L.2333-92 et suiv. du Code général des collectivités territoriales
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130003262;Administration générale et territoriale de l'État;354 Administration territoriale de l'État;41;ANTS - Agence nationale des titres sécurisés;51;Taxe sur les Titres de séjour et de voyage electroniques;16 500 000;14 490 000;2 010 000;16 900 000;14 490 000;2 410 000;19 300 000;14 490 000;4 810 000;LFI 2012;Art. 953 al. IV et V du CGI et art. 311-16 du CESEDA (art. 46 de la LFI 2007 et art. 77 al. I, II et III de la LFI 2011)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;37;ANFr - Agence nationale des fréquences;47;Taxe additionnelle à l'imposition forfaitaire des entreprises de réseaux des Stations Radio (TA-IFER Stations Radio);0;2 850 000;0;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 1599 quater A bis du CGI
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;137;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part intercommunale;176;Prélèvement progressif sur le produit des jeux dans les casinos au profit des communes;1 500 000;;;1 500 000;;;1 500 000;;;;Art. L.2333-54 à L.2333-57 du Code général des collectivités territoriales
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;421198649;;;52;Etablissement public d'aménagement en Guyane;20;Taxes spéciales d'équipement;3 000 000;3 500 000;0;3 500 000;3 500 000;0;4 000 000;4 000 000;0;LFR 2016 et LFI 2017;Article 1609 B du code général des impôts
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";143;"Prélèvement sur les contrats d'assurance-vie en deshérence; 'Prélèvement sur les contrats participation et intéressement en déshérence";14 694 954;;;14 694 954;;;14 694 954;;;;"Art. L. 1126-1 5° du CGPPP, complété par l'art. 18 de la LFSS 2007 ; 'Livre III de la partie III du Code du travail"
Secteur local;Communes;Commune et commune nouvelle;;;;140;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part communale;178;Redevances communale et départementale des mines;7 517 611;;;7 517 611;;;7 517 611;;;;Art. 1519 et 1587 du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Ordre professionnel ou assimilé;391576964;;;115;CNB - Conseil national des barreaux;132;Majoration de la taxe sur les assurances de protection juridique au profit du Conseil national des barreaux;45 000 000;;;45 000 000;;;Inexistant en 2020;;;;Art. 1001 du CGI
Secteur local;Régions;Région;237500079;;;176;Région Ile-de-France;237;Redevance pour création de bureaux ou de locaux de recherche en région Ile-de-France;0;;;0;;;0;;;;Art. L.520-1 à L.520-11 du Code de l'urbanisme
Secteur local;Communes;Commune et commune nouvelle;;;;140;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part communale;261;Taxe annuelle sur les résidences mobiles terrestres;0;;;0;;;Inexistant en 2020;;;;Art.1013 du CGI
Autres bénéficiaires;Associations;Association déclarée;;;;54;Organismes de secours et de sauvetage en mer agréés (art. L742-9 code de la sécurité intérieure);31;Droit de francisation et de navigation (DAFN);184 000;4 000 000;0;184 000;4 000 000;0;815 000;4 000 000;0;LFR 2017 et LFI 2018;Art. 238 du code des douanes
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial non doté d'un comptable public;390199669;Écologie, développement et mobilité durables;174 Énergie, climat et après-mines;21;ANDRA - Agence nationale pour la gestion des déchets radioactifs;86;Contribution spéciale pour la gestion des déchets radioactifs - Conception;148 660 000;;;148 660 000;;;148 660 000;;;;Art. 58 de la LFR 2013
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;493901102;;;73;Etablissement public foncier local du Doubs;20;Taxes spéciales d'équipement;6 147 247;;;8 700 000;;;9 300 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;161;Taxe sur les activités commerciales non salariées à durée saisonnière;Inexistant en 2018;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art.L 2333-88 à L 2333-91 du Code général des collectivités territoriales
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130020464;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;46;ANCOLS - Agence nationale de contrôle du logement social;66;Cotisation versée par les organismes HLM;11 334 000;11 334 000;0;11 334 000;11 334 000;0;11 334 000;11 334 000;0;LFR-I 2014 et de la LFI 2015;2° de l’article L. 342-21 du Code de la construction et de l’habitation
Autres bénéficiaires;Associations;Association déclarée;328763040;;;155;Fonds d’assurance formation (FAF) Peche et cultures marines;212;PEFPC : Participation au financement de la formation des professions non salariées (Peche et culture) correspondant au minimum à 0,15% au du montant annuel du plafond de la SS;405 887;;;420 093;;;429 755;;;;Art. L. 6331-53 du Code du travail (agrément conjoint travail et peche)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130006364;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;3;France Agrimer;4;Certificats sanitaires et phytosanitaires;425 457;2 000 000;0;850 000;2 000 000;0;850 000;2 000 000;0;LFR-I 2014 et de la LFI 2015;Art. 103 de la LFR-2 2014
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime spécial de Sécurité Sociale;784275919;;;98;CNBF - Caisse nationale des barreaux français;148;Droits de plaidoirie;11 000 000;;;11 000 000;;;11 000 000;;;;Art. L. 723-3 du Code de la sécurité sociale
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;750412330;;;87;Etablissement public foncier local de Martinique;20;Taxes spéciales d'équipement;4 027 041;;;4 000 000;;;4 000 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;390729176;;;131;Comité professionnel des stocks stratégiques pétroliers;167;Rémunération pour services rendus au comité professionnel des stocks stratégiques pétroliers;381 300 000;;;420 800 000;;;420 800 000;;;;Art. L642-6 du code de l'énergie
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130003262;Administration générale et territoriale de l'État;354 Administration territoriale de l'État;41;ANTS - Agence nationale des titres sécurisés;53;Droit de timbre pour la délivrance du permis de conduire en cas de perte ou de vol;9 500 000;7 000 000;2 500 000;9 500 000;7 000 000;2 500 000;9 800 000;7 000 000;2 800 000;LFI 2012;Art. 1628 ter du CGI (art. 10 de la loi 2014-891, LFR 2014)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130012024;Agriculture, alimentation, forêt et affaires rurales;206 Sécurité et qualité sanitaires de l'alimentation;1;ANSéS - Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail;89;Taxe sur les déclarations et notifications de produit du tabac;2 448 726;;;2 000 000;;;2 000 000;;;;Décret du 22 aout 2016
Secteur local;Organismes consulaires;Organisme consulaire;;;;6;Chambres départementales d'agriculture;9;Taxe additionnelle à la taxe foncière sur les propriétés non baties, pour frais de chambres d'agriculture (TCA-TFPNB);291 989 545;292 000 000;0;291 966 770;292 000 000;0;247 000 000;247 000 000;0;LFI 2013 et de la LFR-III 2012;Art. 1604 du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;22;ONCFS - Office national de la chasse et de la faune sauvage;30;Redevances cynégétiques;67 307 409;67 620 000;0;46 100 000;67 620 000;0;Inexistant en 2020;;;LFI 2013 et de la LFR-III 2012;Art. L423-27 du Code de l'environnement
Secteur local;Communes;Commune et commune nouvelle;;;;144;Communes ou Groupements de communes (parts communale et intercommunale);182;Taxe d’aménagement;1 086 061 921;;;1 086 061 921;;;1 086 061 921;;;;Art L.331-1 à L.331-46 du Code de l’urbanisme (créée à/c du 1er mars 2012, art. 28 LFR 2010)
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;451638902;;;67;Etablissement public foncier local des collectivités de Côte-d'Or;20;Taxes spéciales d'équipement;3 681 620;;;3 600 000;;;3 600 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180067027;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;47;ANAH - Agence nationale de l'habitat;251;"Recettes issues de la mise aux enchères des ""quotas carbone""";Inexistant en 2018;;;820 000 000;420 000 000;400 000 000;840 000 000;420 000 000;420 000 000;LFI 2019;Article L. 229-8 du code de l'environnement
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;241;Droits perçus au profit de la Caisse nationale de l'assurance maladie des travailleurs salariés (CNAMTS) en matière de produits de santé, taxe annuelle due par les laboratoires de biologie médicale;73 956 227;;;75 000 000;;;76 000 000;;;;Art. 1635 bis AE à AH du CGI, art. 5321-3 du Code de la santé publique et art. 1600-0 R du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;390711604;;;63;Etablissement public foncier local -SMAF, département du Puy-de-Dôme;20;Taxes spéciales d'équipement;5 672 800;;;6 000 000;;;Inexistant en 2020;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;105;"CNAMTS jusqu'en 2017; CNAMTS et ACOSS en 2018";138;TVA nette;10 151 973 411;;;41 512 803 416;;;50 182 508 113;;;;Art. L. 241-2 du Code de la sécurité sociale
Organismes d'administration centrale ;Opérateurs État;Groupement d'intérêt public (GIP);130025281;Sport, jeunesse et vie associative;219 Sport;51;CNDS - Centre national pour le développement du sport;71;"Prélèvement complémentaire temporaire 2011-2015 ""UEFA Euro 2016"" sur les jeux exploités par la FdJ hors paris sportifs";Inexistant en 2018;;;Inexistant en 2019;;;Inexistant en 2020;;;;3ème alinéa de l'art. 1609 novovicies du CGI et art. 79 de la LFI 2011
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;;;14;SGP - Société du Grand Paris;21;Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement annexées à ces catégories de locaux perçue dans la région Ile-de-France;381 800 000;395 000 000;0;465 961 200;500 000 000;0;465 961 200;500 000 000;0;LFI 2012;2° du A du XI de l'article 36 de la LFI 2017
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;122;CNAF, FSV, régimes obligatoires d'assurance maladie, CADES;136;Contribution sociale généralisée (CSG);124 972 000 000;;;124 783 000 000;;;127 641 000 000;;;;Art L136-1 à L136-8 du Code de la sécurité sociale et art. 1600-0-C et 1600-0-D du CGI
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180092561;;;185;"CNSA; Etat à partir de 2019 pour la contribution additionnelle au prélèvement social";155;"Contribution solidarité autonomie (CSA) sur les revenus d'activité et du capital (contribution additionnelle au prélèvement social; 0,3%)";2 456 000 000;;;Inexistant en 2019;;;Inexistant en 2020;;;;1° et 2° de l'art. L.14-10-4 du Code de l’action sociale et de la famille
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;137;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part intercommunale;186;Taxes d'enlèvement des ordures ménagères;6 250 000 000;;;6 250 000 000;;;6 250 000 000;;;;Art. 1520 à 1526 du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;495120008;;;68;Etablissement public foncier de la région Ile-de-France;20;Taxes spéciales d'équipement;176 800 000;192 747 000;0;190 634 000;190 634 000;0;192 308 000;192 308 000;0;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";145;Forfait social;5 715 369 433;;;5 389 710 465;;;5 396 653 978;;;;Art. L. 137-15 à L. 137-17 du Code de la sécurité sociale
Secteur local;Départements;Département;;;;147;Départements (part départementale);195;Taxe intérieure de consommation sur les produits énergétique (TICPE) - Fractions transférées en compensation du transfert du RMI/RSA et dans le cadre de l'acte II de la décentralisation;6 379 000 000;;;6 296 000 000;;;5 966 000 000;;;;Art. 59 de la LFI 2004, art. 38 de la LFI 2012 et art. 39 de la LFI 2012
Secteur local;Régions;Région;232000018;;;127;Collectivité territoriale de Corse et Conservatoire de l'espace littoral, de 2007 à 2011;170;Taxe due par les entreprises de transport public aérien et maritime;39 008 674;;;39 008 674;;;39 008 674;;;;Art.1599 vicies du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;507817161;;;82;Etablissement public foncier local de Montauban;20;Taxes spéciales d'équipement;805 657;;;800 000;;;800 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;163;Taxe pour non-raccordement à l'égout - Participation pour le financement de l'assainissement collectif (PAC);784 285;;;784 285;;;784 285;;;;Art. L.1331-7 du Code de la santé publique
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;22;ONCFS - Office national de la chasse et de la faune sauvage;205;Redevance pour délivrance initiale du permis de chasse;898 485;;;1 000 000;;;1 000 000;;;;Art. R423-11 du Code de l'environnement
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;158;Surtaxe sur les eaux minérales;23 623 267;;;23 623 267;;;23 623 267;;;;Art . 1582 du CGI
Organismes d'administration centrale ;Opérateurs État;Autre établissement public national administratif à compétence territoriale limitée;183100064;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;24;Agences de l'eau;30;Redevances cynégétiques;Inexistant en 2018;;;Inexistant en 2019;;;46 100 000;46 120 000;0;PLF 2020;Art. 27 du PLF 2020
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;22;ONCFS - Office national de la chasse et de la faune sauvage;203;Droit de validation du permis de chasse;5 215 565;;;5 400 000;;;5 400 000;;;;Art. 1635 bis N du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Autre personne morale de droit privé;377789060;;;151;FGTI - Fonds de garantie des victimes d'actes terroristes et autres infractions;209;Prélèvement sur les contrats d'assurance de biens;555 000 000;;;563 000 000;;;570 000 000;;;;Art. L. 422-1, R 422-4 et A. 422-1 du Code des assurances
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;132;Offices de l'eau (dans les DOM);171;Redevances pour prélèvement sur la ressource en eau, pour pollution de l'eau, pour modernisation des réseaux de collecte, pour pollutions diffuses, pour stockage d'eau en période d'étiage, pour obstacle sur les cours d'eau et pour protection du milieu aquatique dans les DOM;28 000 000;;;28 000 000;;;28 000 000;;;;Art L213-13 et L213-14 (§ II) du Code de l'environnement
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;750757304;;;70;Etablissement public foncier local du Pays basque;20;Taxes spéciales d'équipement;5 654 297;;;6 200 000;;;6 300 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Départements;Département;;;;147;Départements (part départementale);193;Taxe additionnelle départementale à la taxe de séjour;36 549 165;;;36 549 165;;;36 549 165;;;;Art. L3333-1 du Code général des collectivités territoriales
