Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Cohésion des territoires;VA;BG;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;31;3;23;Transition écologique;0;3 200 000;0;3 200 000;0;0;0;0;0;3 200 000;3 200 000;0;3 200 000;3 200 000
Cohésion des territoires;VA;BG;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;;;64;6;23;Transition écologique;0;5 932 000;0;5 932 000;0;0;0;0;0;5 932 000;5 932 000;0;5 932 000;5 932 000
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;10;Emploi des forces;31;3;70;Armées;0;132 198 738;0;121 979 299;0;0;0;0;0;132 198 738;132 198 738;0;121 979 299;121 979 299
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;10;Emploi des forces;51;5;70;Armées;0;17 450 000;0;15 499 953;0;0;0;0;0;17 450 000;17 450 000;0;15 499 953;15 499 953
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;10;Emploi des forces;61;6;70;Armées;0;174 032 399;0;171 936 700;0;0;0;0;0;174 032 399;174 032 399;0;171 936 700;171 936 700
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;11;Renseignement d'intérêt militaire;31;3;70;Armées;0;29 909 931;0;32 059 321;0;0;0;0;0;29 909 931;29 909 931;0;32 059 321;32 059 321
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;11;Renseignement d'intérêt militaire;51;5;70;Armées;0;14 925 381;0;16 914 129;0;0;0;0;0;14 925 381;14 925 381;0;16 914 129;16 914 129
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;11;Renseignement d'intérêt militaire;52;5;70;Armées;0;7 462 690;0;2 285 693;0;0;0;0;0;7 462 690;7 462 690;0;2 285 693;2 285 693
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;14;Systèmes d'information et de communication;31;3;70;Armées;0;112 726 471;0;109 074 076;0;0;0;0;0;112 726 471;112 726 471;0;109 074 076;109 074 076
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;14;Systèmes d'information et de communication;51;5;70;Armées;0;261 533 080;0;253 832 753;0;0;0;0;0;261 533 080;261 533 080;0;253 832 753;253 832 753
Défense;DA;BG;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;21;Infrastructures SIC;51;5;70;Armées;0;18 192 561;0;17 835 845;0;0;0;0;0;18 192 561;18 192 561;0;17 835 845;17 835 845
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;01;Commandement et activités des forces terrestres;31;3;70;Armées;0;180 410 246;0;178 132 421;0;0;0;0;0;180 410 246;180 410 246;0;178 132 421;178 132 421
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;05;Ressources humaines des forces terrestres;31;3;70;Armées;0;88 364 179;0;87 917 107;0;0;0;0;0;88 364 179;88 364 179;0;87 917 107;87 917 107
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;07;Maintien en condition opérationnelle du matériel des forces terrestres;31;3;70;Armées;0;2 489 509 605;0;1 060 169 124;0;0;0;0;0;2 489 509 605;2 489 509 605;0;1 060 169 124;1 060 169 124
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;08;Environnement opérationnel des forces terrestres;31;3;70;Armées;0;185 135 983;0;119 604 851;0;0;0;0;0;185 135 983;185 135 983;0;119 604 851;119 604 851
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;08;Environnement opérationnel des forces terrestres;51;5;70;Armées;0;126 087 984;0;133 419 593;0;0;0;0;0;126 087 984;126 087 984;0;133 419 593;133 419 593
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;08;Environnement opérationnel des forces terrestres;64;6;70;Armées;0;4 700 000;0;4 700 000;0;0;0;0;0;4 700 000;4 700 000;0;4 700 000;4 700 000
Défense;DA;BG;178;Préparation et emploi des forces;02;Préparation des forces terrestres;11;Infrastructures terrestres;51;5;70;Armées;0;64 042 312;0;86 278 532;0;0;0;0;0;64 042 312;64 042 312;0;86 278 532;86 278 532
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;01;Commandement et activités des forces navales;31;3;70;Armées;0;262 399 496;0;273 728 819;0;0;0;0;0;262 399 496;262 399 496;0;273 728 819;273 728 819
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;01;Commandement et activités des forces navales;32;3;70;Armées;0;32 551 186;0;32 551 186;0;0;0;0;0;32 551 186;32 551 186;0;32 551 186;32 551 186
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;05;Ressources humaines des forces navales;31;3;70;Armées;0;61 487 684;0;60 084 210;0;0;0;0;0;61 487 684;61 487 684;0;60 084 210;60 084 210
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;05;Ressources humaines des forces navales;51;5;70;Armées;0;7 078 000;0;7 078 000;0;0;0;0;0;7 078 000;7 078 000;0;7 078 000;7 078 000
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;05;Ressources humaines des forces navales;72;7;70;Armées;0;1 245 000;0;1 245 000;0;0;0;0;0;1 245 000;1 245 000;0;1 245 000;1 245 000
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;07;Maintien en condition opérationnelle du matériel des forces navales;31;3;70;Armées;0;3 186 323 076;0;1 957 082 968;0;0;0;0;0;3 186 323 076;3 186 323 076;0;1 957 082 968;1 957 082 968
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;07;Maintien en condition opérationnelle du matériel des forces navales;51;5;70;Armées;0;135 003 000;0;143 881 000;0;0;0;0;0;135 003 000;135 003 000;0;143 881 000;143 881 000
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;08;Environnement opérationnel des forces navales;31;3;70;Armées;0;122 286 855;0;117 624 897;0;0;0;0;0;122 286 855;122 286 855;0;117 624 897;117 624 897
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;08;Environnement opérationnel des forces navales;51;5;70;Armées;0;5 960 000;0;5 960 000;0;0;0;0;0;5 960 000;5 960 000;0;5 960 000;5 960 000
Défense;DA;BG;178;Préparation et emploi des forces;03;Préparation des forces navales;11;Infrastructures maritimes;51;5;70;Armées;0;236 715 109;0;243 979 519;0;0;0;0;0;236 715 109;236 715 109;0;243 979 519;243 979 519
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;02;Commandement et activités centralisées des forces aériennes;31;3;70;Armées;0;17 269 132;0;16 420 716;0;0;0;0;0;17 269 132;17 269 132;0;16 420 716;16 420 716
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;03;Activités des forces aériennes;31;3;70;Armées;0;261 179 796;0;266 512 745;0;0;0;0;0;261 179 796;261 179 796;0;266 512 745;266 512 745
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;04;Activités des forces aériennes stratégiques;31;3;70;Armées;0;59 959 844;0;160 909 125;0;0;0;0;0;59 959 844;59 959 844;0;160 909 125;160 909 125
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;05;Ressources humaines des forces aériennes;31;3;70;Armées;0;101 329 794;0;96 176 460;0;0;0;0;0;101 329 794;101 329 794;0;96 176 460;96 176 460
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;05;Ressources humaines des forces aériennes;32;3;70;Armées;0;26 459 495;0;26 459 495;0;0;0;0;0;26 459 495;26 459 495;0;26 459 495;26 459 495
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;05;Ressources humaines des forces aériennes;72;7;70;Armées;0;309 523;0;309 523;0;0;0;0;0;309 523;309 523;0;309 523;309 523
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;06;Entretien et équipements des forces aériennes;31;3;70;Armées;0;3 100 769 718;0;1 826 164 402;0;0;0;0;0;3 100 769 718;3 100 769 718;0;1 826 164 402;1 826 164 402
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;06;Entretien et équipements des forces aériennes;51;5;70;Armées;0;100 331 091;0;91 587 578;0;0;0;0;0;100 331 091;100 331 091;0;91 587 578;91 587 578
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;11;Infrastructures aériennes;51;5;70;Armées;0;145 851 400;0;94 927 810;0;-97 116;0;-97 116;0;145 754 284;145 754 284;0;94 830 694;94 830 694
Défense;DA;BG;178;Préparation et emploi des forces;04;Préparation des forces aériennes;12;Activités spatiales;31;3;70;Armées;0;68 683 391;0;28 120 971;0;0;0;0;0;68 683 391;68 683 391;0;28 120 971;28 120 971
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;11;Infrastructures de santé;51;5;70;Armées;0;14 783 470;0;51 447 021;0;0;0;0;0;14 783 470;14 783 470;0;51 447 021;51 447 021
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;80;Fonction santé;31;3;70;Armées;0;203 692 838;0;111 612 882;0;0;0;0;0;203 692 838;203 692 838;0;111 612 882;111 612 882
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;80;Fonction santé;51;5;70;Armées;0;40 829 487;0;39 522 249;0;0;0;0;0;40 829 487;40 829 487;0;39 522 249;39 522 249
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;80;Fonction santé;62;6;70;Armées;0;209 583;0;209 583;0;0;0;0;0;209 583;209 583;0;209 583;209 583
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;82;Soutien des forces par les bases de défense;31;3;70;Armées;0;742 106 200;0;779 306 080;0;0;0;0;0;742 106 200;742 106 200;0;779 306 080;779 306 080
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;82;Soutien des forces par les bases de défense;51;5;70;Armées;0;163 516 981;0;160 310 766;0;-238 600;0;-238 600;0;163 278 381;163 278 381;0;160 072 166;160 072 166
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;83;Soutiens complémentaires;31;3;70;Armées;0;129 245 756;0;126 711 526;0;0;0;0;0;129 245 756;129 245 756;0;126 711 526;126 711 526
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;84;Service interarmées des munitions;31;3;70;Armées;0;10 842 105;0;12 179 514;0;0;0;0;0;10 842 105;10 842 105;0;12 179 514;12 179 514
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;84;Service interarmées des munitions;51;5;70;Armées;0;2 444 285;0;2 396 358;0;0;0;0;0;2 444 285;2 444 285;0;2 396 358;2 396 358
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;85;Service du commissariat aux armées;31;3;70;Armées;0;673 827 303;0;616 741 271;0;0;0;0;0;673 827 303;673 827 303;0;616 741 271;616 741 271
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;85;Service du commissariat aux armées;51;5;70;Armées;0;56 091 493;0;56 177 934;0;0;0;0;0;56 091 493;56 091 493;0;56 177 934;56 177 934
Défense;DA;BG;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;89;Infrastructure des soutiens;51;5;70;Armées;0;165 741 026;0;129 872 967;0;0;0;0;0;165 741 026;165 741 026;0;129 872 967;129 872 967
Défense;DA;BG;178;Préparation et emploi des forces;06;Surcoûts liés aux opérations extérieures;;;31;3;70;Armées;0;770 000 000;0;770 000 000;0;0;0;0;0;770 000 000;770 000 000;0;770 000 000;770 000 000
Défense;DA;BG;178;Préparation et emploi des forces;06;Surcoûts liés aux opérations extérieures;;;64;6;70;Armées;0;50 000 000;0;50 000 000;0;0;0;0;0;50 000 000;50 000 000;0;50 000 000;50 000 000
Défense;DA;BG;178;Préparation et emploi des forces;07;Surcoûts liés aux opérations intérieures;;;31;3;70;Armées;0;30 000 000;0;30 000 000;0;0;0;0;0;30 000 000;30 000 000;0;30 000 000;30 000 000
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;01;Relations financières avec l'AFP;;;31;3;2;Culture;0;21 655 380;0;21 655 380;0;0;0;0;0;21 655 380;21 655 380;0;21 655 380;21 655 380
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;01;Relations financières avec l'AFP;;;62;6;2;Culture;0;113 320 859;0;113 320 859;0;0;0;0;0;113 320 859;113 320 859;0;113 320 859;113 320 859
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;02;Aides à la presse;;;61;6;2;Culture;0;150 000;0;150 000;0;0;0;0;0;150 000;150 000;0;150 000;150 000
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;02;Aides à la presse;;;62;6;2;Culture;0;179 036 325;0;179 036 325;0;0;0;0;0;179 036 325;179 036 325;0;179 036 325;179 036 325
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;05;Soutien aux médias de proximité;;;62;6;2;Culture;0;1 831 660;0;1 831 660;0;0;0;0;0;1 831 660;1 831 660;0;1 831 660;1 831 660
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;06;Soutien à l'expression radiophonique locale;;;31;3;2;Culture;0;126 994;0;126 994;0;0;0;0;0;126 994;126 994;0;126 994;126 994
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;06;Soutien à l'expression radiophonique locale;;;64;6;2;Culture;0;32 971 645;0;32 971 645;0;0;0;0;0;32 971 645;32 971 645;0;32 971 645;32 971 645
Médias, livre et industries culturelles;MA;BG;180;Presse et médias;07;Compagnie internationale de radio et télévision (CIRT);;;64;6;2;Culture;0;1 666 500;0;1 666 500;0;0;0;0;0;1 666 500;1 666 500;0;1 666 500;1 666 500
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;31;3;23;Transition écologique;0;25 328 687;0;25 328 687;0;-163 546;0;-163 546;0;25 165 141;25 165 141;0;25 165 141;25 165 141
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;32;3;23;Transition écologique;0;12 071 503;0;12 071 503;0;0;0;0;0;12 071 503;12 071 503;0;12 071 503;12 071 503
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;62;6;23;Transition écologique;0;6 998 358;0;9 496 359;0;0;0;0;0;6 998 358;6 998 358;0;9 496 359;9 496 359
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;63;6;23;Transition écologique;0;14 428 758;0;13 868 968;0;0;0;0;0;14 428 758;14 428 758;0;13 868 968;13 868 968
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;01;Prévention des risques technologiques et des pollutions;;;64;6;23;Transition écologique;0;2 697 180;0;2 697 180;0;0;0;0;0;2 697 180;2 697 180;0;2 697 180;2 697 180
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;21;2;23;Transition écologique;36 381 187;0;36 381 187;0;0;0;0;0;36 381 187;0;36 381 187;36 381 187;0;36 381 187
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;22;2;23;Transition écologique;14 076 257;0;14 076 257;0;0;0;0;0;14 076 257;0;14 076 257;14 076 257;0;14 076 257
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;23;2;23;Transition écologique;210 820;0;210 820;0;0;0;0;0;210 820;0;210 820;210 820;0;210 820
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;31;3;23;Transition écologique;0;11 434 213;0;16 134 213;0;0;0;0;0;11 434 213;11 434 213;0;16 134 213;16 134 213
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;52;5;23;Transition écologique;0;100 000;0;100 000;0;0;0;0;0;100 000;100 000;0;100 000;100 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;64;6;23;Transition écologique;0;1 400 000;0;1 400 000;0;0;0;0;0;1 400 000;1 400 000;0;1 400 000;1 400 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;31;3;23;Transition écologique;0;17 521 611;0;17 521 611;0;0;0;0;0;17 521 611;17 521 611;0;17 521 611;17 521 611
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;32;3;23;Transition écologique;0;7 580 000;0;7 580 000;0;0;0;0;0;7 580 000;7 580 000;0;7 580 000;7 580 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;51;5;23;Transition écologique;0;3 520 000;0;3 520 000;0;0;0;0;0;3 520 000;3 520 000;0;3 520 000;3 520 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;52;5;23;Transition écologique;0;500 000;0;500 000;0;0;0;0;0;500 000;500 000;0;500 000;500 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;63;6;23;Transition écologique;0;1 000 000;0;1 000 000;0;0;0;0;0;1 000 000;1 000 000;0;1 000 000;1 000 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;10;Prévention des risques naturels et hydrauliques;;;64;6;23;Transition écologique;0;7 030 000;0;7 030 000;0;0;0;0;0;7 030 000;7 030 000;0;7 030 000;7 030 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;31;3;23;Transition écologique;0;8 180 000;0;8 180 000;0;0;0;0;0;8 180 000;8 180 000;0;8 180 000;8 180 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;32;3;23;Transition écologique;0;29 731 096;0;29 731 096;0;0;0;0;0;29 731 096;29 731 096;0;29 731 096;29 731 096
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;51;5;23;Transition écologique;0;866 034;0;866 034;0;0;0;0;0;866 034;866 034;0;866 034;866 034
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;61;6;23;Transition écologique;0;1 500 000;0;1 500 000;0;0;0;0;0;1 500 000;1 500 000;0;1 500 000;1 500 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;12;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);;;32;3;23;Transition écologique;0;598 590 604;0;598 590 604;0;-245 319;0;-245 319;0;598 345 285;598 345 285;0;598 345 285;598 345 285
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;13;Institut national de l'environnement industriel et des risques (INERIS);;;32;3;23;Transition écologique;0;29 824 608;0;29 824 608;0;0;0;0;0;29 824 608;29 824 608;0;29 824 608;29 824 608
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;31;3;23;Transition écologique;0;27 100 000;0;27 500 000;0;0;0;0;0;27 100 000;27 100 000;0;27 500 000;27 500 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;51;5;23;Transition écologique;0;25 300 000;0;32 100 000;0;0;0;0;0;25 300 000;25 300 000;0;32 100 000;32 100 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;61;6;23;Transition écologique;0;7 400 000;0;8 050 000;0;0;0;0;0;7 400 000;7 400 000;0;8 050 000;8 050 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;62;6;23;Transition écologique;0;300 000;0;600 000;0;0;0;0;0;300 000;300 000;0;600 000;600 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;63;6;23;Transition écologique;0;167 000 000;0;158 950 000;0;0;0;0;0;167 000 000;167 000 000;0;158 950 000;158 950 000
Écologie, développement et mobilité durables;TA;BG;181;Prévention des risques;14;Fonds de prévention des risques naturels majeurs;;;64;6;23;Transition écologique;0;7 900 000;0;7 800 000;0;0;0;0;0;7 900 000;7 900 000;0;7 800 000;7 800 000
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;21;2;10;Justice;273 267 624;0;273 267 624;0;0;0;0;0;273 267 624;0;273 267 624;273 267 624;0;273 267 624
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;22;2;10;Justice;168 591 082;0;168 591 082;0;0;0;0;0;168 591 082;0;168 591 082;168 591 082;0;168 591 082
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;23;2;10;Justice;5 225 538;0;5 225 538;0;0;0;0;0;5 225 538;0;5 225 538;5 225 538;0;5 225 538
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;31;3;10;Justice;0;65 371 731;0;57 936 168;0;0;0;0;0;65 371 731;65 371 731;0;57 936 168;57 936 168
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;51;5;10;Justice;0;28 952 457;0;29 415 398;0;0;0;0;0;28 952 457;28 952 457;0;29 415 398;29 415 398
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;61;6;10;Justice;0;7 854 503;0;7 854 503;0;0;0;0;0;7 854 503;7 854 503;0;7 854 503;7 854 503
Justice;JA;BG;182;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;64;6;10;Justice;0;288 169 105;0;288 169 105;0;0;0;0;0;288 169 105;288 169 105;0;288 169 105;288 169 105
Justice;JA;BG;182;Protection judiciaire de la jeunesse;03;Soutien;;;21;2;10;Justice;55 891 091;0;55 891 091;0;0;0;0;0;55 891 091;0;55 891 091;55 891 091;0;55 891 091
Justice;JA;BG;182;Protection judiciaire de la jeunesse;03;Soutien;;;22;2;10;Justice;34 481 726;0;34 481 726;0;0;0;0;0;34 481 726;0;34 481 726;34 481 726;0;34 481 726
Justice;JA;BG;182;Protection judiciaire de la jeunesse;03;Soutien;;;23;2;10;Justice;1 068 773;0;1 068 773;0;0;0;0;0;1 068 773;0;1 068 773;1 068 773;0;1 068 773
Justice;JA;BG;182;Protection judiciaire de la jeunesse;03;Soutien;;;31;3;10;Justice;0;23 391 215;0;21 396 763;0;0;0;0;0;23 391 215;23 391 215;0;21 396 763;21 396 763
Justice;JA;BG;182;Protection judiciaire de la jeunesse;03;Soutien;;;51;5;10;Justice;0;966 034;0;1 521 034;0;0;0;0;0;966 034;966 034;0;1 521 034;1 521 034
Justice;JA;BG;182;Protection judiciaire de la jeunesse;04;Formation;;;21;2;10;Justice;17 756 614;0;17 756 614;0;0;0;0;0;17 756 614;0;17 756 614;17 756 614;0;17 756 614
Justice;JA;BG;182;Protection judiciaire de la jeunesse;04;Formation;;;22;2;10;Justice;10 954 853;0;10 954 853;0;0;0;0;0;10 954 853;0;10 954 853;10 954 853;0;10 954 853
Justice;JA;BG;182;Protection judiciaire de la jeunesse;04;Formation;;;23;2;10;Justice;339 549;0;339 549;0;0;0;0;0;339 549;0;339 549;339 549;0;339 549
Justice;JA;BG;182;Protection judiciaire de la jeunesse;04;Formation;;;31;3;10;Justice;0;9 859 895;0;10 801 191;0;0;0;0;0;9 859 895;9 859 895;0;10 801 191;10 801 191
Justice;JA;BG;182;Protection judiciaire de la jeunesse;04;Formation;;;51;5;10;Justice;0;141 042;0;141 042;0;0;0;0;0;141 042;141 042;0;141 042;141 042
Justice;JA;BG;182;Protection judiciaire de la jeunesse;04;Formation;;;64;6;10;Justice;0;15 000;0;15 000;0;0;0;0;0;15 000;15 000;0;15 000;15 000
Santé;SA;BG;183;Protection maladie;02;Aide médicale de l'Etat;;;61;6;56;Solidarités et santé;0;1 079 000 000;0;1 079 000 000;0;-50 000;0;-50 000;0;1 078 950 000;1 078 950 000;0;1 078 950 000;1 078 950 000
Santé;SA;BG;183;Protection maladie;03;Fonds d'indemnisation des victimes de l'amiante;;;61;6;56;Solidarités et santé;0;8 000 000;0;8 000 000;0;0;0;0;0;8 000 000;8 000 000;0;8 000 000;8 000 000
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;01;Appui au réseau;;;31;3;1;Europe et affaires étrangères;0;40 173 406;0;40 173 406;0;0;0;0;0;40 173 406;40 173 406;0;40 173 406;40 173 406
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;32;3;1;Europe et affaires étrangères;0;28 267 161;0;28 267 161;0;0;0;0;0;28 267 161;28 267 161;0;28 267 161;28 267 161
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;61;6;1;Europe et affaires étrangères;0;6 687 720;0;6 687 720;0;0;0;0;0;6 687 720;6 687 720;0;6 687 720;6 687 720
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;64;6;1;Europe et affaires étrangères;0;33 255 558;0;33 255 558;0;0;0;0;0;33 255 558;33 255 558;0;33 255 558;33 255 558
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable;;;61;6;1;Europe et affaires étrangères;0;2 084 887;0;2 084 887;0;-40 460;0;-40 460;0;2 044 427;2 044 427;0;2 044 427;2 044 427
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable;;;64;6;1;Europe et affaires étrangères;0;305 915;0;305 915;0;0;0;0;0;305 915;305 915;0;305 915;305 915
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;31;3;1;Europe et affaires étrangères;0;5 235 644;0;5 235 644;0;0;0;0;0;5 235 644;5 235 644;0;5 235 644;5 235 644
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;32;3;1;Europe et affaires étrangères;0;3 470 339;0;3 470 339;0;0;0;0;0;3 470 339;3 470 339;0;3 470 339;3 470 339
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;61;6;1;Europe et affaires étrangères;0;69 004 864;0;69 004 864;0;0;0;0;0;69 004 864;69 004 864;0;69 004 864;69 004 864
