Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;64;6;1;Europe et affaires étrangères;0;23 890 414;0;23 890 414;0;0;0;0;0;23 890 414;23 890 414;0;23 890 414;23 890 414
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;05;Agence pour l'enseignement français à l'étranger;;;32;3;1;Europe et affaires étrangères;0;416 928 726;0;416 928 726;0;0;0;0;0;416 928 726;416 928 726;0;416 928 726;416 928 726
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;21;2;1;Europe et affaires étrangères;57 592 116;0;57 592 116;0;0;0;0;0;57 592 116;0;57 592 116;57 592 116;0;57 592 116
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;22;2;1;Europe et affaires étrangères;12 303 718;0;12 303 718;0;0;0;0;0;12 303 718;0;12 303 718;12 303 718;0;12 303 718
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;23;2;1;Europe et affaires étrangères;782 816;0;782 816;0;0;0;0;0;782 816;0;782 816;782 816;0;782 816
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;32;3;1;Europe et affaires étrangères;0;28 691 020;0;28 691 020;0;0;0;0;0;28 691 020;28 691 020;0;28 691 020;28 691 020
Action extérieure de l'État;AA;BG;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;64;6;1;Europe et affaires étrangères;0;2 178 500;0;2 178 500;0;0;0;0;0;2 178 500;2 178 500;0;2 178 500;2 178 500
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;01;Institut national de l'environnement industriel et des risques (INERIS);32;3;23;Transition écologique;0;6 373 110;0;6 373 110;0;0;0;0;0;6 373 110;6 373 110;0;6 373 110;6 373 110
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;02;Institut de radioprotection et de sûreté nucléaire (IRSN);32;3;23;Transition écologique;0;170 752 594;0;170 752 594;0;0;0;0;0;170 752 594;170 752 594;0;170 752 594;170 752 594
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;01;Université Gustave Eiffel;32;3;23;Transition écologique;0;85 701 182;0;85 701 182;0;0;0;0;0;85 701 182;85 701 182;0;85 701 182;85 701 182
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;03;Centre scientifique et technique du bâtiment (CSTB);72;7;23;Transition écologique;0;16 223 403;0;16 223 403;0;0;0;0;0;16 223 403;16 223 403;0;16 223 403;16 223 403
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;01;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);32;3;23;Transition écologique;0;1 551 198;0;1 551 198;0;0;0;0;0;1 551 198;1 551 198;0;1 551 198;1 551 198
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;01;Recherches en amont;62;6;23;Transition écologique;0;0;0;101 025 600;0;0;0;0;0;0;0;0;101 025 600;101 025 600
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;03;Equipementier;71;7;23;Transition écologique;0;0;0;13 972 801;0;0;0;0;0;0;0;0;13 972 801;13 972 801
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;15;Charges nucléaires de long terme des installations du CEA;;;32;3;23;Transition écologique;0;740 000 000;0;740 000 000;0;0;0;0;0;740 000 000;740 000 000;0;740 000 000;740 000 000
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;16;Recherche dans le domaine de l'énergie nucléaire;01;Soutien aux activités nucléaires du CEA;32;3;23;Transition écologique;0;419 185 791;0;419 185 791;0;0;0;0;0;419 185 791;419 185 791;0;419 185 791;419 185 791
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;17;Recherche dans le domaine des nouvelles technologies de l'énergie;01;Soutien aux nouvelles technologies de l'énergie (CEA);32;3;23;Transition écologique;0;51 000 000;0;51 000 000;0;0;0;0;0;51 000 000;51 000 000;0;51 000 000;51 000 000
Recherche et enseignement supérieur;RA;BG;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;17;Recherche dans le domaine des nouvelles technologies de l'énergie;02;Soutien aux nouvelles technologies de l'énergie (IFPEN);32;3;23;Transition écologique;0;123 335 096;0;123 335 096;0;0;0;0;0;123 335 096;123 335 096;0;123 335 096;123 335 096
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;;32;3;7;Économie, finances et relance;0;320 389 283;0;320 389 283;0;0;0;0;0;320 389 283;320 389 283;0;320 389 283;320 389 283
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;;61;6;7;Économie, finances et relance;0;6 955 008;0;6 955 008;0;0;0;0;0;6 955 008;6 955 008;0;6 955 008;6 955 008
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;;64;6;7;Économie, finances et relance;0;216 683;0;216 683;0;0;0;0;0;216 683;216 683;0;216 683;216 683
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;;72;7;7;Économie, finances et relance;0;4 000 000;0;0;0;0;0;0;0;4 000 000;4 000 000;0;0;0
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;32;3;7;Économie, finances et relance;0;16 944 671;0;16 944 671;0;0;0;0;0;16 944 671;16 944 671;0;16 944 671;16 944 671
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;62;6;7;Économie, finances et relance;0;263 323 657;0;263 323 657;0;0;0;0;0;263 323 657;263 323 657;0;263 323 657;263 323 657
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;64;6;7;Économie, finances et relance;0;4 884 052;0;4 884 052;0;0;0;0;0;4 884 052;4 884 052;0;4 884 052;4 884 052
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;72;7;7;Économie, finances et relance;0;2 476 908;0;2 476 908;0;0;0;0;0;2 476 908;2 476 908;0;2 476 908;2 476 908
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;03;Soutien de la recherche industrielle stratégique;;;62;6;7;Économie, finances et relance;0;292 500;0;59 445 027;0;0;0;0;0;292 500;292 500;0;59 445 027;59 445 027
Recherche et enseignement supérieur;RA;BG;192;Recherche et enseignement supérieur en matière économique et industrielle;03;Soutien de la recherche industrielle stratégique;;;64;6;7;Économie, finances et relance;0;97 500;0;17 850 116;0;0;0;0;0;97 500;97 500;0;17 850 116;17 850 116
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;01;Développement de la technologie spatiale au service de la science;;;32;3;7;Économie, finances et relance;0;58 003 204;0;58 003 204;0;0;0;0;0;58 003 204;58 003 204;0;58 003 204;58 003 204
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;01;Développement de la technologie spatiale au service de la science;;;64;6;7;Économie, finances et relance;0;156 928 510;0;156 928 510;0;0;0;0;0;156 928 510;156 928 510;0;156 928 510;156 928 510
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;32;3;7;Économie, finances et relance;0;144 516 458;0;144 516 458;0;0;0;0;0;144 516 458;144 516 458;0;144 516 458;144 516 458
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;64;6;7;Économie, finances et relance;0;156 928 510;0;156 928 510;0;0;0;0;0;156 928 510;156 928 510;0;156 928 510;156 928 510
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;;;32;3;7;Économie, finances et relance;0;24 577 629;0;24 577 629;0;0;0;0;0;24 577 629;24 577 629;0;24 577 629;24 577 629
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;;;64;6;7;Économie, finances et relance;0;112 240 259;0;112 240 259;0;0;0;0;0;112 240 259;112 240 259;0;112 240 259;112 240 259
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;04;Maîtrise de l'accès à l'espace;;;32;3;7;Économie, finances et relance;0;109 221 935;0;109 221 935;0;0;0;0;0;109 221 935;109 221 935;0;109 221 935;109 221 935
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;04;Maîtrise de l'accès à l'espace;;;64;6;7;Économie, finances et relance;0;514 702 641;0;514 702 641;0;-20 000 000;0;-20 000 000;0;494 702 641;494 702 641;0;494 702 641;494 702 641
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;05;Maîtrise des technologies orbitales et de l'innovation technologique;;;32;3;7;Économie, finances et relance;0;96 344 306;0;96 344 306;0;0;0;0;0;96 344 306;96 344 306;0;96 344 306;96 344 306
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;05;Maîtrise des technologies orbitales et de l'innovation technologique;;;64;6;7;Économie, finances et relance;0;145 496 632;0;145 496 632;0;0;0;0;0;145 496 632;145 496 632;0;145 496 632;145 496 632
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;06;Moyens généraux et d'appui à la recherche;;;32;3;7;Économie, finances et relance;0;38 886 468;0;38 886 468;0;0;0;0;0;38 886 468;38 886 468;0;38 886 468;38 886 468
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;06;Moyens généraux et d'appui à la recherche;;;64;6;7;Économie, finances et relance;0;42 939 557;0;42 939 557;0;0;0;0;0;42 939 557;42 939 557;0;42 939 557;42 939 557
Recherche et enseignement supérieur;RA;BG;193;Recherche spatiale;07;Développement des satellites de météorologie;;;64;6;7;Économie, finances et relance;0;61 500 000;0;61 500 000;0;0;0;0;0;61 500 000;61 500 000;0;61 500 000;61 500 000
Régimes sociaux et de retraite;RB;BG;195;Régimes de retraite des mines, de la SEITA et divers;01;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;;;64;6;7;Économie, finances et relance;0;947 282 750;0;947 282 750;0;17 400 000;0;17 400 000;0;964 682 750;964 682 750;0;964 682 750;964 682 750
Régimes sociaux et de retraite;RB;BG;195;Régimes de retraite des mines, de la SEITA et divers;02;Régime de retraite de la SEITA;;;64;6;7;Économie, finances et relance;0;130 110 219;0;130 110 219;0;0;0;0;0;130 110 219;130 110 219;0;130 110 219;130 110 219
Régimes sociaux et de retraite;RB;BG;195;Régimes de retraite des mines, de la SEITA et divers;04;Caisse des retraites des régies ferroviaires d'outre-mer;;;64;6;7;Économie, finances et relance;0;929 506;0;929 506;0;0;0;0;0;929 506;929 506;0;929 506;929 506
Régimes sociaux et de retraite;RB;BG;195;Régimes de retraite des mines, de la SEITA et divers;07;Versements liés à la liquidation de l'ORTF;;;61;6;7;Économie, finances et relance;0;90 000;0;90 000;0;0;0;0;0;90 000;90 000;0;90 000;90 000
Régimes sociaux et de retraite;RB;BG;197;Régimes de retraite et de sécurité sociale des marins;01;Régimes de retraite et de sécurité sociale des marins;;;32;3;28;Mer;0;10 195 065;0;10 195 065;0;0;0;0;0;10 195 065;10 195 065;0;10 195 065;10 195 065
Régimes sociaux et de retraite;RB;BG;197;Régimes de retraite et de sécurité sociale des marins;01;Régimes de retraite et de sécurité sociale des marins;;;61;6;28;Mer;0;781 114 305;0;781 114 305;0;0;0;0;0;781 114 305;781 114 305;0;781 114 305;781 114 305
Régimes sociaux et de retraite;RB;BG;197;Régimes de retraite et de sécurité sociale des marins;01;Régimes de retraite et de sécurité sociale des marins;;;64;6;28;Mer;0;0;0;0;0;10 700 000;0;10 700 000;0;10 700 000;10 700 000;0;10 700 000;10 700 000
Régimes sociaux et de retraite;RB;BG;198;Régimes sociaux et de retraite des transports terrestres;03;Régime de retraite du personnel de la SNCF;;;64;6;23;Transition écologique;0;3 273 160 169;0;3 273 160 169;0;13 200 000;0;13 200 000;0;3 286 360 169;3 286 360 169;0;3 286 360 169;3 286 360 169
Régimes sociaux et de retraite;RB;BG;198;Régimes sociaux et de retraite des transports terrestres;04;Régime de retraite du personnel de la RATP;;;64;6;23;Transition écologique;0;751 300 000;0;751 300 000;0;2 500 000;0;2 500 000;0;753 800 000;753 800 000;0;753 800 000;753 800 000
Régimes sociaux et de retraite;RB;BG;198;Régimes sociaux et de retraite des transports terrestres;05;Autres régimes;;;61;6;23;Transition écologique;0;163 869 857;0;163 869 857;0;0;0;0;0;163 869 857;163 869 857;0;163 869 857;163 869 857
Régimes sociaux et de retraite;RB;BG;198;Régimes sociaux et de retraite des transports terrestres;05;Autres régimes;;;64;6;23;Transition écologique;0;0;0;0;0;500 000;0;500 000;0;500 000;500 000;0;500 000;500 000
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;01;Impôts sur les sociétés;62;6;7;Économie, finances et relance;0;12 478 066 120;0;12 478 066 120;0;0;0;0;0;12 478 066 120;12 478 066 120;0;12 478 066 120;12 478 066 120
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;02;Taxe sur la valeur ajoutée;62;6;7;Économie, finances et relance;0;63 475 900 822;0;63 475 900 822;0;0;0;0;0;63 475 900 822;63 475 900 822;0;63 475 900 822;63 475 900 822
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;03;Plafonnement des impositions directes;61;6;7;Économie, finances et relance;0;5 000 000;0;5 000 000;0;0;0;0;0;5 000 000;5 000 000;0;5 000 000;5 000 000
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;04;Autres remboursements et dégrèvements liés à la mécanique de l'impôt;62;6;7;Économie, finances et relance;0;171 065 755;0;171 065 755;0;0;0;0;0;171 065 755;171 065 755;0;171 065 755;171 065 755
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;05;Impôt sur le revenu;61;6;7;Économie, finances et relance;0;9 721 500 000;0;9 721 500 000;0;0;0;0;0;9 721 500 000;9 721 500 000;0;9 721 500 000;9 721 500 000
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;02;Impôt sur le revenu;61;6;7;Économie, finances et relance;0;1 909 500 000;0;1 909 500 000;0;0;0;0;0;1 909 500 000;1 909 500 000;0;1 909 500 000;1 909 500 000
Remboursements et dégrèvements;RD;BG;200;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;03;Impôt sur les sociétés;62;6;7;Économie, finances et relance;0;12 388 796 120;0;12 388 796 120;0;0;0;0;0;12 388 796 120;12 388 796 120;0;12 388 796 120;12 388 796 120
