Exercice;loi;typeBudget;ministere;mission;programme;action;sous_action;categorie;titre;AE LFI 2020;CP LFI 2020
2020;LFI;BG;9;SB;176;;176-06-01;31;3;17 938 658;17 938 658
2020;LFI;BG;9;SB;176;;176-06-02;31;3;24 197 486;24 127 486
2020;LFI;BG;9;SB;176;;176-06-03;51;5;147 493 950;137 917 762
2020;LFI;BG;9;SB;176;;176-06-03;72;7;1 000 000;1 000 000
2020;LFI;BG;9;SB;176;;176-06-05;31;3;97 357 664;36 659 924
2020;LFI;BG;9;SB;176;;176-06-05;52;5;14 845 670;7 985 681
2020;LFI;BG;9;SB;176;;176-06-07;21;2;461 797 409;461 797 409
2020;LFI;BG;9;SB;176;;176-06-07;22;2;307 879 506;307 879 506
2020;LFI;BG;9;SB;176;;176-06-07;23;2;2 249 971;2 249 971
2020;LFI;BG;9;SB;176;;176-06-07;31;3;681 736 755;656 991 653
2020;LFI;BG;9;SB;176;;176-06-07;32;3;34 722 158;34 722 158
2020;LFI;BG;9;SB;176;;176-06-07;51;5;54 962 438;54 962 438
2020;LFI;BG;9;SB;176;;176-06-07;63;6;27 991 567;27 991 567
2020;LFI;BG;9;SB;176;;176-06-07;64;6;5 626 706;5 626 706
2020;LFI;BG;9;SB;176;;176-06-07;72;7;3 814 433;3 814 433
2020;LFI;BG;9;SB;176;;176-06-08;21;2;22 774 898;22 774 898
2020;LFI;BG;9;SB;176;;176-06-08;22;2;15 183 984;15 183 984
2020;LFI;BG;9;SB;176;;176-06-08;23;2;110 964;110 964
2020;LFI;BG;45;VA;177;177-11;;61;6;32 000 000;32 000 000
2020;LFI;BG;45;VA;177;177-11;;64;6;18 361 191;18 361 191
2020;LFI;BG;45;VA;177;177-12;;64;6;1 905 920 629;1 931 720 629
2020;LFI;BG;45;VA;177;177-14;;31;3;262 657;262 657
2020;LFI;BG;45;VA;177;177-14;;64;6;8 870 000;8 870 000
2020;LFI;BG;70;DA;178;;178-01-10;31;3;111 673 757;108 195 444
2020;LFI;BG;70;DA;178;;178-01-10;51;5;18 675 000;15 978 800
2020;LFI;BG;70;DA;178;;178-01-10;64;6;153 549 012;151 817 346
2020;LFI;BG;70;DA;178;;178-01-11;31;3;29 233 511;34 440 730
2020;LFI;BG;70;DA;178;;178-01-11;51;5;23 087 048;15 780 476
2020;LFI;BG;70;DA;178;;178-01-11;52;5;5 330 000;6 304 827
2020;LFI;BG;70;DA;178;;178-01-14;31;3;95 702 189;94 403 748
2020;LFI;BG;70;DA;178;;178-01-14;51;5;238 838 226;226 251 552
2020;LFI;BG;70;DA;178;;178-01-21;51;5;13 000 000;2 550 000
2020;LFI;BG;70;DA;178;;178-02-01;31;3;173 899 221;168 178 146
2020;LFI;BG;70;DA;178;;178-02-05;31;3;81 775 969;85 147 077
2020;LFI;BG;70;DA;178;;178-02-07;31;3;1 979 311 438;923 692 669
2020;LFI;BG;70;DA;178;;178-02-08;31;3;139 212 733;80 279 700
2020;LFI;BG;70;DA;178;;178-02-08;51;5;142 854 938;140 053 863
2020;LFI;BG;70;DA;178;;178-02-08;64;6;4 727 000;4 727 000
2020;LFI;BG;70;DA;178;;178-02-11;51;5;67 204 217;61 865 139
2020;LFI;BG;70;DA;178;;178-03-01;31;3;501 498 660;296 488 824
2020;LFI;BG;70;DA;178;;178-03-01;32;3;32 700 000;32 700 000
2020;LFI;BG;70;DA;178;;178-03-05;31;3;44 921 864;40 750 059
2020;LFI;BG;70;DA;178;;178-03-05;51;5;6 130 000;5 130 000
2020;LFI;BG;70;DA;178;;178-03-05;72;7;700 000;701 615
2020;LFI;BG;70;DA;178;;178-03-07;31;3;3 494 767 375;1 830 444 870
2020;LFI;BG;70;DA;178;;178-03-07;51;5;182 310 000;126 766 975
2020;LFI;BG;70;DA;178;;178-03-08;31;3;78 712 962;77 788 031
2020;LFI;BG;70;DA;178;;178-03-08;51;5;5 940 000;7 680 000
2020;LFI;BG;70;DA;178;;178-03-11;51;5;309 651 159;192 890 257
2020;LFI;BG;70;DA;178;;178-04-02;31;3;18 601 110;15 549 360
2020;LFI;BG;70;DA;178;;178-04-03;31;3;282 552 838;272 257 038
2020;LFI;BG;70;DA;178;;178-04-04;31;3;123 454 056;156 711 951
2020;LFI;BG;70;DA;178;;178-04-05;31;3;112 815 250;104 032 950
2020;LFI;BG;70;DA;178;;178-04-05;51;5;460 459;456 300
2020;LFI;BG;70;DA;178;;178-04-06;31;3;4 267 989 241;1 617 761 324
2020;LFI;BG;70;DA;178;;178-04-06;51;5;76 522 330;75 230 349
2020;LFI;BG;70;DA;178;;178-04-11;51;5;158 918 000;34 053 871
2020;LFI;BG;70;DA;178;;178-04-12;31;3;5 303 658;5 200 000
2020;LFI;BG;70;DA;178;;178-05-11;51;5;47 204 561;30 881 579
2020;LFI;BG;70;DA;178;;178-05-80;31;3;207 711 820;99 554 357
2020;LFI;BG;70;DA;178;;178-05-80;51;5;10 066 216;9 868 839
2020;LFI;BG;70;DA;178;;178-05-80;61;6;564 167;564 167
2020;LFI;BG;70;DA;178;;178-05-82;31;3;978 437 028;771 689 937
2020;LFI;BG;70;DA;178;;178-05-82;51;5;207 707 905;211 334 481
2020;LFI;BG;70;DA;178;;178-05-83;31;3;150 983 421;156 846 562
2020;LFI;BG;70;DA;178;;178-05-84;31;3;17 701 785;13 343 214
2020;LFI;BG;70;DA;178;;178-05-84;51;5;3 139 843;2 089 755
2020;LFI;BG;70;DA;178;;178-05-84;52;5;9 500 000;5 000 000
2020;LFI;BG;70;DA;178;;178-05-85;31;3;637 508 693;565 961 084
2020;LFI;BG;70;DA;178;;178-05-85;51;5;55 148 268;51 113 868
2020;LFI;BG;70;DA;178;;178-05-89;51;5;90 762 989;223 279 795
2020;LFI;BG;70;DA;178;178-06;;31;3;810 000 000;810 000 000
2020;LFI;BG;70;DA;178;178-06;;61;6;40 000 000;40 000 000
2020;LFI;BG;2;MA;180;180-01;;31;3;21 655 380;21 655 380
2020;LFI;BG;2;MA;180;180-01;;62;6;113 820 859;113 820 859
2020;LFI;BG;2;MA;180;180-02;;61;6;150 000;150 000
2020;LFI;BG;2;MA;180;180-02;;62;6;110 774 325;110 774 325
2020;LFI;BG;2;MA;180;180-05;;64;6;1 581 660;1 581 660
2020;LFI;BG;2;MA;180;180-06;;31;3;122 995;122 995
2020;LFI;BG;2;MA;180;180-06;;64;6;30 625 644;30 625 644
2020;LFI;BG;2;MA;180;180-07;;62;6;1 666 500;1 666 500
2020;LFI;BG;23;TA;181;181-01;;31;3;22 688 586;22 688 586
2020;LFI;BG;23;TA;181;181-01;;32;3;38 133 310;38 133 310
2020;LFI;BG;23;TA;181;181-01;;62;6;6 999 166;9 497 167
2020;LFI;BG;23;TA;181;181-01;;63;6;24 841 685;17 522 187
2020;LFI;BG;23;TA;181;181-01;;64;6;2 697 180;2 697 180
2020;LFI;BG;23;TA;181;181-09;;21;2;34 605 315;34 605 315
2020;LFI;BG;23;TA;181;181-09;;22;2;13 386 254;13 386 254
2020;LFI;BG;23;TA;181;181-09;;23;2;130 000;130 000
2020;LFI;BG;23;TA;181;181-09;;31;3;10 607 756;15 607 756
2020;LFI;BG;23;TA;181;181-09;;52;5;350 000;350 000
2020;LFI;BG;23;TA;181;181-09;;64;6;1 690 000;1 690 000
2020;LFI;BG;23;TA;181;181-10;;31;3;14 521 611;14 521 612
2020;LFI;BG;23;TA;181;181-10;;32;3;7 671 231;7 671 231
2020;LFI;BG;23;TA;181;181-10;;51;5;3 520 000;3 520 000
2020;LFI;BG;23;TA;181;181-10;;52;5;500 000;500 000
2020;LFI;BG;23;TA;181;181-10;;63;6;4 000 000;4 000 000
2020;LFI;BG;23;TA;181;181-10;;64;6;7 030 000;7 030 000
2020;LFI;BG;23;TA;181;181-11;;31;3;7 680 000;7 680 000
2020;LFI;BG;23;TA;181;181-11;;32;3;28 731 096;28 731 096
2020;LFI;BG;23;TA;181;181-11;;51;5;866 034;866 034
2020;LFI;BG;23;TA;181;181-11;;61;6;1 500 000;1 500 000
2020;LFI;BG;23;TA;181;181-12;;32;3;588 833 800;588 833 800
2020;LFI;BG;10;JA;182;182-01;;21;2;246 538 011;246 538 011
2020;LFI;BG;10;JA;182;182-01;;22;2;163 908 666;163 908 666
2020;LFI;BG;10;JA;182;182-01;;23;2;4 699 430;4 699 430
2020;LFI;BG;10;JA;182;182-01;;31;3;67 678 749;56 774 915
2020;LFI;BG;10;JA;182;182-01;;51;5;42 193 900;21 229 530
2020;LFI;BG;10;JA;182;182-01;;61;6;5 945 150;5 945 150
2020;LFI;BG;10;JA;182;182-01;;64;6;243 054 048;243 054 048
2020;LFI;BG;10;JA;182;182-03;;21;2;55 136 473;55 136 473
2020;LFI;BG;10;JA;182;182-03;;22;2;36 657 007;36 657 007
2020;LFI;BG;10;JA;182;182-03;;23;2;1 050 994;1 050 994
2020;LFI;BG;10;JA;182;182-03;;31;3;22 509 553;16 760 798
2020;LFI;BG;10;JA;182;182-03;;51;5;1 690 000;2 740 000
2020;LFI;BG;10;JA;182;182-04;;21;2;16 724 669;16 724 669
2020;LFI;BG;10;JA;182;182-04;;22;2;11 119 251;11 119 251
2020;LFI;BG;10;JA;182;182-04;;23;2;318 800;318 800
2020;LFI;BG;10;JA;182;182-04;;31;3;11 617 317;10 844 118
2020;LFI;BG;10;JA;182;182-04;;51;5;76 100;74 288
2020;LFI;BG;10;JA;182;182-04;;64;6;15 000;15 000
2020;LFI;BG;56;SA;183;183-02;;61;6;919 350 938;919 350 938
2020;LFI;BG;56;SA;183;183-03;;61;6;8 000 000;8 000 000
2020;LFI;BG;1;AA;185;185-01;;31;3;38 886 732;38 886 732
2020;LFI;BG;1;AA;185;185-02;;32;3;28 791 961;28 791 961
2020;LFI;BG;1;AA;185;185-02;;61;6;6 687 721;6 687 721
2020;LFI;BG;1;AA;185;185-02;;64;6;28 020 926;28 020 926
2020;LFI;BG;1;AA;185;185-03;;61;6;3 050 348;3 050 348
2020;LFI;BG;1;AA;185;185-03;;64;6;279 553;279 553
2020;LFI;BG;1;AA;185;185-04;;31;3;4 857 110;4 857 110
2020;LFI;BG;1;AA;185;185-04;;32;3;3 847 241;3 847 241
2020;LFI;BG;1;AA;185;185-04;;61;6;68 039 403;68 039 403
2020;LFI;BG;1;AA;185;185-04;;64;6;16 788 407;16 788 407
2020;LFI;BG;1;AA;185;185-05;;32;3;408 606 841;408 606 841
2020;LFI;BG;1;AA;185;185-06;;21;2;61 374 037;61 374 037
2020;LFI;BG;1;AA;185;185-06;;22;2;12 803 766;12 803 766
2020;LFI;BG;1;AA;185;185-06;;23;2;748 745;748 745
2020;LFI;BG;1;AA;185;185-07;;32;3;30 891 020;30 891 020
2020;LFI;BG;1;AA;185;185-07;;64;6;3 270 000;3 270 000
2020;LFI;BG;2;RA;186;186-01;;31;3;3 798 602;3 104 104
2020;LFI;BG;2;RA;186;186-01;;32;3;1 990 954;1 990 954
2020;LFI;BG;2;RA;186;186-01;;51;5;503 125;503 125
2020;LFI;BG;2;RA;186;186-01;;62;6;99 300;99 300
2020;LFI;BG;2;RA;186;186-01;;63;6;66 000;66 000
2020;LFI;BG;2;RA;186;186-01;;64;6;4 526 758;4 526 758
2020;LFI;BG;2;RA;186;186-03;;32;3;98 445 397;98 445 397
2020;LFI;BG;2;RA;186;186-03;;72;7;1 148 190;1 148 190
2020;LFI;BG;23;RA;190;;190-11-01;32;3;6 373 110;6 373 110
2020;LFI;BG;23;RA;190;;190-11-02;32;3;169 912 091;169 912 091
2020;LFI;BG;23;RA;190;;190-12-01;32;3;87 204 815;87 204 815
2020;LFI;BG;23;RA;190;;190-12-03;72;7;16 223 403;16 223 403
2020;LFI;BG;23;RA;190;;190-13-01;32;3;1 551 198;1 551 198
2020;LFI;BG;23;RA;190;;190-13-04;64;6;0;48 287
2020;LFI;BG;23;RA;190;;190-13-05;64;6;0;13 855
2020;LFI;BG;23;RA;190;;190-13-06;64;6;0;56 007
2020;LFI;BG;23;RA;190;;190-13-07;64;6;0;37 634
2020;LFI;BG;23;RA;190;;190-13-08;64;6;0;88 537
2020;LFI;BG;23;RA;190;;190-13-09;64;6;0;34 942
2020;LFI;BG;23;RA;190;;190-13-10;64;6;0;20 738
2020;LFI;BG;23;RA;190;;190-14-01;62;6;120 000 000;98 512 209
2020;LFI;BG;23;RA;190;;190-14-03;71;7;15 000 000;11 597 110
2020;LFI;BG;23;RA;190;190-15;;32;3;740 000 000;740 000 000
2020;LFI;BG;23;RA;190;;190-16-01;32;3;456 925 242;456 925 242
2020;LFI;BG;23;RA;190;;190-17-01;32;3;50 385 635;50 385 635
2020;LFI;BG;23;RA;190;;190-17-02;32;3;122 745 232;122 745 232
2020;LFI;BG;70;RA;191;191-01;;32;3;6 350 566;6 350 566
2020;LFI;BG;70;RA;191;191-02;;32;3;4 891 343;4 891 343
2020;LFI;BG;70;RA;191;191-03;;32;3;39 060 341;39 060 341
2020;LFI;BG;70;RA;191;191-03;;72;7;91 140 795;91 140 795
2020;LFI;BG;70;RA;191;191-04;;32;3;12 576 122;12 576 122
2020;LFI;BG;21;RA;192;192-01;;21;2;56 371 473;56 371 473
2020;LFI;BG;21;RA;192;192-01;;22;2;37 316 882;37 316 882
2020;LFI;BG;21;RA;192;192-01;;23;2;247 649;247 649
2020;LFI;BG;21;RA;192;192-01;;32;3;217 098 718;217 098 719
2020;LFI;BG;21;RA;192;192-01;;61;6;6 655 512;6 655 512
2020;LFI;BG;21;RA;192;192-01;;64;6;216 683;216 683
2020;LFI;BG;21;RA;192;192-01;;72;7;1 454 000;1 454 000
2020;LFI;BG;21;RA;192;192-02;;32;3;16 944 671;16 944 671
2020;LFI;BG;21;RA;192;192-02;;62;6;297 441 200;297 441 200
2020;LFI;BG;21;RA;192;192-02;;64;6;3 795 940;6 295 940
2020;LFI;BG;21;RA;192;192-02;;72;7;2 476 908;2 476 908
2020;LFI;BG;21;RA;192;192-03;;62;6;94 892 369;108 774 478
2020;LFI;BG;21;RA;192;192-03;;64;6;24 712 878;31 056 565
2020;LFI;BG;38;RA;193;193-01;;32;3;71 908 684;71 908 684
2020;LFI;BG;38;RA;193;193-01;;64;6;190 266 257;190 266 257
2020;LFI;BG;38;RA;193;193-02;;32;3;166 828 148;166 828 148
2020;LFI;BG;38;RA;193;193-02;;64;6;191 441 257;191 441 257
2020;LFI;BG;38;RA;193;193-03;;32;3;30 657 120;30 657 120
2020;LFI;BG;38;RA;193;193-03;;64;6;149 500 898;149 500 898
2020;LFI;BG;38;RA;193;193-04;;32;3;140 662 172;140 662 172
2020;LFI;BG;38;RA;193;193-04;;64;6;643 289 129;643 289 129
2020;LFI;BG;38;RA;193;193-05;;32;3;120 224 092;120 224 092
2020;LFI;BG;38;RA;193;193-05;;64;6;182 131 167;182 131 167
2020;LFI;BG;38;RA;193;193-06;;32;3;44 274 523;44 274 523
2020;LFI;BG;38;RA;193;193-06;;64;6;44 380 269;44 380 269
2020;LFI;BG;38;RA;193;193-07;;64;6;46 062 000;46 062 000
2020;LFI;BG;7;RB;195;195-01;;64;6;1 062 671 605;1 062 671 605
2020;LFI;BG;7;RB;195;195-02;;64;6;139 238 024;139 238 024
2020;LFI;BG;7;RB;195;195-04;;64;6;1 343 337;1 343 337
2020;LFI;BG;7;RB;195;195-07;;61;6;15 000;15 000
2020;LFI;BG;7;RB;195;195-07;;64;6;105 000;105 000
2020;LFI;BG;23;RB;197;197-01;;32;3;10 195 065;10 195 065
2020;LFI;BG;23;RB;197;197-01;;61;6;812 994 873;812 994 873
2020;LFI;BG;23;RB;198;198-03;;64;6;3 302 435 475;3 302 435 475
2020;LFI;BG;23;RB;198;198-04;;64;6;746 370 000;746 370 000
2020;LFI;BG;23;RB;198;198-05;;61;6;150 161 128;150 161 128
2020;LFI;BG;23;RB;198;198-05;;64;6;2 000 000;2 000 000
2020;LFI;BG;7;RD;200;;200-11-01;62;6;12 355 425 469;12 355 425 469
2020;LFI;BG;7;RD;200;;200-11-02;62;6;58 615 223 611;58 615 223 611
2020;LFI;BG;7;RD;200;;200-11-03;61;6;5 000 000;5 000 000
2020;LFI;BG;7;RD;200;;200-11-04;62;6;221 000 000;221 000 000
2020;LFI;BG;7;RD;200;;200-11-05;61;6;9 715 000 000;9 715 000 000
2020;LFI;BG;7;RD;200;;200-12-02;61;6;1 936 000 000;1 936 000 000
2020;LFI;BG;7;RD;200;;200-12-03;62;6;11 976 201 679;11 976 201 679
2020;LFI;BG;7;RD;200;;200-12-04;62;6;1 998 000 000;1 998 000 000
2020;LFI;BG;7;RD;200;;200-12-05;62;6;2 000 000;2 000 000
2020;LFI;BG;7;RD;200;;200-12-06;61;6;542 000 000;542 000 000
2020;LFI;BG;7;RD;200;;200-12-08;61;6;5 700 000 000;5 700 000 000
2020;LFI;BG;7;RD;200;;200-12-09;62;6;450 000 000;450 000 000
2020;LFI;BG;7;RD;200;;200-13-01;61;6;1 500 000 000;1 500 000 000
2020;LFI;BG;7;RD;200;;200-13-02;62;6;1 919 239 359;1 919 239 359
2020;LFI;BG;7;RD;200;;200-13-03;62;6;2 720 000 000;2 720 000 000
2020;LFI;BG;7;RD;200;;200-13-04;62;6;2 496 235 258;2 496 235 258
2020;LFI;BG;7;RD;200;;200-13-05;61;6;400 000 000;400 000 000
2020;LFI;BG;7;RD;200;;200-13-05;62;6;400 000 000;400 000 000
2020;LFI;BG;7;RD;200;;200-13-06;31;3;750 000 000;750 000 000
2020;LFI;BG;7;RD;200;;200-13-07;31;3;2 972 000 000;2 972 000 000
2020;LFI;BG;7;RD;200;;200-13-08;31;3;795 000 000;795 000 000
2020;LFI;BG;7;RD;200;;200-13-09;61;6;200 000 000;200 000 000
2020;LFI;BG;7;RD;201;;201-01-01;62;6;6 271 000 000;6 271 000 000
2020;LFI;BG;7;RD;201;;201-02-01;63;6;1 560 000 000;1 560 000 000
2020;LFI;BG;7;RD;201;;201-03-01;63;6;14 793 000 000;14 793 000 000
2020;LFI;BG;7;RD;201;;201-04-01;63;6;538 000 000;538 000 000
2020;LFI;BG;23;TA;203;203-04;;31;3;170 862 841;182 143 875
2020;LFI;BG;23;TA;203;203-04;;51;5;112 830 230;118 330 230
2020;LFI;BG;23;TA;203;203-04;;63;6;3 034 108;3 034 108
2020;LFI;BG;23;TA;203;203-41;;62;6;2 386 399 909;2 387 799 909
2020;LFI;BG;23;TA;203;203-42;;32;3;250 466 098;250 466 098
2020;LFI;BG;23;TA;203;203-43;;31;3;400 000;400 000
2020;LFI;BG;23;TA;203;203-43;;62;6;99 592 368;99 592 368
2020;LFI;BG;23;TA;203;203-43;;64;6;66 836;66 836
2020;LFI;BG;23;TA;203;203-44;;62;6;19 449 113;19 449 113
2020;LFI;BG;23;TA;203;203-44;;63;6;1 750 000;1 750 000
2020;LFI;BG;23;TA;203;203-44;;64;6;450 000;450 000
2020;LFI;BG;23;TA;203;203-45;;62;6;27 109 039;32 109 039
2020;LFI;BG;23;TA;203;203-47;;31;3;17 997 167;17 997 167
2020;LFI;BG;23;TA;203;203-47;;32;3;11 400 000;11 400 000
2020;LFI;BG;23;TA;203;203-50;;31;3;1 300 000;1 300 000
2020;LFI;BG;23;TA;203;203-50;;51;5;2 375 722;2 375 722
2020;LFI;BG;23;TA;203;203-50;;64;6;1 966 109;1 966 109
2020;LFI;BG;23;TA;203;203-51;;62;6;0;176 870
2020;LFI;BG;23;TA;203;203-52;;31;3;4 700 000;4 850 000
2020;LFI;BG;23;TA;203;203-52;;51;5;15 012 000;8 600 000
2020;LFI;BG;23;TA;203;203-52;;62;6;15 880 000;23 400 000
2020;LFI;BG;56;SA;204;204-11;;31;3;12 928 397;12 928 397
2020;LFI;BG;56;SA;204;204-11;;32;3;610 000;610 000
2020;LFI;BG;56;SA;204;204-11;;61;6;44 499 893;44 499 893
2020;LFI;BG;56;SA;204;204-11;;64;6;5 683 397;5 683 397
2020;LFI;BG;56;SA;204;204-12;;64;6;1 010 000;1 010 000
2020;LFI;BG;56;SA;204;204-14;;31;3;300 000;300 000
2020;LFI;BG;56;SA;204;204-14;;32;3;41 713 644;41 713 644
2020;LFI;BG;56;SA;204;204-14;;62;6;1 200 000;1 200 000
2020;LFI;BG;56;SA;204;204-14;;63;6;0;2 000 000
2020;LFI;BG;56;SA;204;204-14;;64;6;8 411 000;8 411 000
2020;LFI;BG;56;SA;204;204-15;;32;3;24 060 038;24 060 038
2020;LFI;BG;56;SA;204;204-15;;62;6;275 000;275 000
2020;LFI;BG;56;SA;204;204-15;;64;6;1 150 000;1 150 000
2020;LFI;BG;56;SA;204;204-16;;31;3;960 000;960 000
2020;LFI;BG;56;SA;204;204-16;;32;3;250 000;250 000
2020;LFI;BG;56;SA;204;204-16;;64;6;400 000;400 000
2020;LFI;BG;56;SA;204;204-17;;64;6;4 179 000;4 179 000
2020;LFI;BG;56;SA;204;204-19;;21;2;1 442 239;1 442 239
2020;LFI;BG;56;SA;204;204-19;;31;3;3 349 094;3 349 094
2020;LFI;BG;56;SA;204;204-19;;32;3;2 202 471;2 202 471
2020;LFI;BG;56;SA;204;204-19;;62;6;0;1 300 000
2020;LFI;BG;56;SA;204;204-19;;64;6;43 000 000;43 000 000
2020;LFI;BG;23;TA;205;205-01;;31;3;15 574 799;14 894 600
2020;LFI;BG;23;TA;205;205-01;;51;5;7 300 292;6 559 792
2020;LFI;BG;23;TA;205;205-01;;52;5;640 000;640 000
2020;LFI;BG;23;TA;205;205-01;;64;6;11 010 000;11 010 000
2020;LFI;BG;23;TA;205;205-02;;31;3;465 150;469 259
2020;LFI;BG;23;TA;205;205-02;;32;3;18 250 000;18 250 000
2020;LFI;BG;23;TA;205;205-02;;52;5;454 000;454 000
2020;LFI;BG;23;TA;205;205-02;;61;6;1 450 000;1 450 000
2020;LFI;BG;23;TA;205;205-02;;63;6;4 695 000;4 695 000
2020;LFI;BG;23;TA;205;205-02;;64;6;1 600 000;1 600 000
2020;LFI;BG;23;TA;205;205-03;;62;6;50 540 000;50 540 000
2020;LFI;BG;23;TA;205;205-03;;64;6;30 580 000;30 580 000
2020;LFI;BG;23;TA;205;205-04;;31;3;6 292 196;6 267 764
2020;LFI;BG;23;TA;205;205-04;;51;5;4 680 000;7 350 000
2020;LFI;BG;23;TA;205;205-04;;64;6;110 000;110 000
2020;LFI;BG;23;TA;205;205-05;;31;3;6 120 891;6 121 913
2020;LFI;BG;23;TA;205;205-05;;52;5;20 000;20 000
2020;LFI;BG;3;AC;206;206-01;;31;3;11 164 979;10 888 209
2020;LFI;BG;3;AC;206;206-01;;32;3;1 591 200;1 591 200
2020;LFI;BG;3;AC;206;206-01;;62;6;1 430 000;1 430 000
2020;LFI;BG;3;AC;206;206-01;;64;6;21 916 000;21 960 000
2020;LFI;BG;3;AC;206;206-02;;31;3;64 855 277;63 919 894
2020;LFI;BG;3;AC;206;206-02;;32;3;3 553 014;3 971 479
2020;LFI;BG;3;AC;206;206-02;;52;5;1 500 000;1 500 000
2020;LFI;BG;3;AC;206;206-02;;61;6;1 500 000;1 500 000
2020;LFI;BG;3;AC;206;206-02;;62;6;20 608 000;20 608 000
2020;LFI;BG;3;AC;206;206-02;;64;6;13 276 065;13 276 065
2020;LFI;BG;3;AC;206;206-03;;31;3;11 507 696;11 541 870
2020;LFI;BG;3;AC;206;206-03;;32;3;2 400 000;2 493 894
2020;LFI;BG;3;AC;206;206-03;;62;6;6 242 005;6 397 353
2020;LFI;BG;3;AC;206;206-03;;64;6;537 000;443 106
2020;LFI;BG;3;AC;206;206-04;;31;3;4 689 103;4 689 103
2020;LFI;BG;3;AC;206;206-04;;32;3;66 039 393;66 039 393
2020;LFI;BG;3;AC;206;206-04;;52;5;6 500 000;6 500 000
2020;LFI;BG;3;AC;206;206-04;;63;6;400 000;400 000
2020;LFI;BG;3;AC;206;206-04;;64;6;2 885 478;2 936 978
2020;LFI;BG;3;AC;206;206-05;;32;3;4 000 000;4 000 000
2020;LFI;BG;3;AC;206;206-06;;21;2;199 241 288;199 241 288
2020;LFI;BG;3;AC;206;206-06;;22;2;115 327 797;115 327 797
2020;LFI;BG;3;AC;206;206-06;;23;2;2 398 029;2 398 029
2020;LFI;BG;3;AC;206;206-06;;31;3;1 294 000;1 294 000
2020;LFI;BG;3;AC;206;206-08;;31;3;66 000;66 000
2020;LFI;BG;3;AC;206;206-08;;32;3;179 000;229 000
2020;LFI;BG;3;AC;206;206-08;;63;6;396 000;396 000
2020;LFI;BG;3;AC;206;206-08;;64;6;3 369 500;3 319 500
2020;LFI;BG;9;SB;207;207-01;;31;3;1 664 988;1 664 988
2020;LFI;BG;9;SB;207;207-01;;62;6;1 000 000;1 000 000
2020;LFI;BG;9;SB;207;207-01;;64;6;810 000;810 000
2020;LFI;BG;9;SB;207;207-02;;31;3;12 938 084;12 938 084
2020;LFI;BG;9;SB;207;207-02;;64;6;3 352 446;3 352 446
2020;LFI;BG;9;SB;207;207-03;;31;3;13 234 316;12 889 316
2020;LFI;BG;9;SB;207;207-03;;51;5;3 560 000;3 560 000
2020;LFI;BG;9;SB;207;207-03;;61;6;6 377 406;6 377 406
2020;LFI;BG;1;AD;209;209-02;;31;3;317 133;317 133
2020;LFI;BG;1;AD;209;209-02;;61;6;10 196 571;10 196 571
2020;LFI;BG;1;AD;209;209-02;;62;6;47 451 500;47 451 500
2020;LFI;BG;1;AD;209;209-02;;63;6;11 500 000;11 500 000
2020;LFI;BG;1;AD;209;209-02;;64;6;1 395 295 960;769 545 960
2020;LFI;BG;1;AD;209;209-05;;31;3;84 680 610;7 072 452
2020;LFI;BG;1;AD;209;209-05;;64;6;281 572 451;281 572 451
2020;LFI;BG;1;AD;209;209-07;;64;6;842 408 360;842 408 360
2020;LFI;BG;1;AD;209;209-08;;21;2;130 626 199;130 626 199
2020;LFI;BG;1;AD;209;209-08;;22;2;28 460 050;28 460 050
2020;LFI;BG;1;AD;209;209-08;;23;2;2 362 674;2 362 674
2020;LFI;BG;70;DA;212;212-04;;31;3;90 266 115;95 003 920
2020;LFI;BG;70;DA;212;212-04;;51;5;473 420 590;373 964 517
2020;LFI;BG;70;DA;212;212-04;;64;6;7 900 000;7 900 000
2020;LFI;BG;70;DA;212;212-05;;31;3;104 630 837;111 719 274
2020;LFI;BG;70;DA;212;212-05;;51;5;1 508 381;960 000
2020;LFI;BG;70;DA;212;212-05;;52;5;56 339 681;60 133 620
2020;LFI;BG;70;DA;212;;212-06-03;31;3;32 232 861;32 232 861
2020;LFI;BG;70;DA;212;;212-06-03;51;5;600 000;600 000
2020;LFI;BG;70;DA;212;;212-06-03;64;6;39 813;39 813
2020;LFI;BG;70;DA;212;;212-06-04;31;3;116 200 306;114 208 306
2020;LFI;BG;70;DA;212;;212-08-01;31;3;1 280 000;1 280 000
2020;LFI;BG;70;DA;212;;212-08-01;32;3;24 163 637;24 163 637
2020;LFI;BG;70;DA;212;;212-08-01;61;6;106 000;106 000
2020;LFI;BG;70;DA;212;;212-08-01;64;6;295 884;295 884
2020;LFI;BG;70;DA;212;;212-08-01;72;7;18 800 000;20 604 721
2020;LFI;BG;70;DA;212;;212-08-02;31;3;4 166 485;4 024 732
2020;LFI;BG;70;DA;212;212-10;;31;3;600 717;600 717
2020;LFI;BG;70;DA;212;212-10;;51;5;15 000 000;10 326 507
2020;LFI;BG;70;DA;212;212-10;;62;6;691 100;3 653 311
2020;LFI;BG;70;DA;212;212-10;;63;6;5 779 852;6 001 867
2020;LFI;BG;70;DA;212;212-10;;64;6;0;782 852
2020;LFI;BG;70;DA;212;212-10;;71;7;0;1 500 000
2020;LFI;BG;70;DA;212;212-11;;31;3;278 153 552;283 684 269
2020;LFI;BG;70;DA;212;212-11;;32;3;69 497 465;69 497 465
2020;LFI;BG;70;DA;212;212-11;;51;5;16 419 345;50 387 278
