Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;04;Fonction consultative;;;23;2;12;Services du Premier ministre;81 939;0;81 939;0;0;0;0;0;81 939;0;81 939;81 939;0;81 939
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;05;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;;;21;2;12;Services du Premier ministre;5 311 918;0;5 311 918;0;0;0;0;0;5 311 918;0;5 311 918;5 311 918;0;5 311 918
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;05;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;;;22;2;12;Services du Premier ministre;3 024 609;0;3 024 609;0;0;0;0;0;3 024 609;0;3 024 609;3 024 609;0;3 024 609
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;05;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;;;23;2;12;Services du Premier ministre;41 892;0;41 892;0;0;0;0;0;41 892;0;41 892;41 892;0;41 892
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;06;Soutien;;;21;2;12;Services du Premier ministre;26 545 563;0;26 545 563;0;0;0;0;0;26 545 563;0;26 545 563;26 545 563;0;26 545 563
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;06;Soutien;;;22;2;12;Services du Premier ministre;15 115 061;0;15 115 061;0;0;0;0;0;15 115 061;0;15 115 061;15 115 061;0;15 115 061
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;06;Soutien;;;23;2;12;Services du Premier ministre;209 350;0;209 350;0;0;0;0;0;209 350;0;209 350;209 350;0;209 350
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;06;Soutien;;;31;3;12;Services du Premier ministre;0;95 841 365;0;71 012 295;0;0;0;0;0;95 841 365;95 841 365;0;71 012 295;71 012 295
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;06;Soutien;;;51;5;12;Services du Premier ministre;0;6 292 750;0;11 431 750;0;0;0;0;0;6 292 750;6 292 750;0;11 431 750;11 431 750
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;06;Soutien;;;52;5;12;Services du Premier ministre;0;0;0;1 950 000;0;0;0;0;0;0;0;0;1 950 000;1 950 000
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;;21;2;12;Services du Premier ministre;28 741 279;0;28 741 279;0;0;0;0;0;28 741 279;0;28 741 279;28 741 279;0;28 741 279
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;;22;2;12;Services du Premier ministre;16 365 303;0;16 365 303;0;0;0;0;0;16 365 303;0;16 365 303;16 365 303;0;16 365 303
Conseil et contrôle de l'État;CA;BG;165;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;;23;2;12;Services du Premier ministre;226 666;0;226 666;0;0;0;0;0;226 666;0;226 666;226 666;0;226 666
Justice;JA;BG;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;;;21;2;10;Justice;623 202 400;0;623 202 400;0;0;0;0;0;623 202 400;0;623 202 400;623 202 400;0;623 202 400
Justice;JA;BG;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;;;22;2;10;Justice;386 281 548;0;386 281 548;0;0;0;0;0;386 281 548;0;386 281 548;386 281 548;0;386 281 548
Justice;JA;BG;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;;;23;2;10;Justice;4 313 040;0;4 313 040;0;0;0;0;0;4 313 040;0;4 313 040;4 313 040;0;4 313 040
Justice;JA;BG;166;Justice judiciaire;01;Traitement et jugement des contentieux civils;;;31;3;10;Justice;0;48 396 281;0;48 396 281;0;0;0;0;0;48 396 281;48 396 281;0;48 396 281;48 396 281
Justice;JA;BG;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;;21;2;10;Justice;487 192 597;0;487 192 597;0;0;0;0;0;487 192 597;0;487 192 597;487 192 597;0;487 192 597
Justice;JA;BG;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;;22;2;10;Justice;301 978 153;0;301 978 153;0;0;0;0;0;301 978 153;0;301 978 153;301 978 153;0;301 978 153
Justice;JA;BG;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;;23;2;10;Justice;3 371 747;0;3 371 747;0;0;0;0;0;3 371 747;0;3 371 747;3 371 747;0;3 371 747
Justice;JA;BG;166;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;;31;3;10;Justice;0;569 832 404;0;569 832 404;0;0;0;0;0;569 832 404;569 832 404;0;569 832 404;569 832 404
Justice;JA;BG;166;Justice judiciaire;03;Cassation;;;21;2;10;Justice;38 239 535;0;38 239 535;0;0;0;0;0;38 239 535;0;38 239 535;38 239 535;0;38 239 535
Justice;JA;BG;166;Justice judiciaire;03;Cassation;;;22;2;10;Justice;23 702 134;0;23 702 134;0;0;0;0;0;23 702 134;0;23 702 134;23 702 134;0;23 702 134
Justice;JA;BG;166;Justice judiciaire;03;Cassation;;;23;2;10;Justice;264 647;0;264 647;0;0;0;0;0;264 647;0;264 647;264 647;0;264 647
Justice;JA;BG;166;Justice judiciaire;05;Enregistrement des décisions judiciaires;;;21;2;10;Justice;8 171 711;0;8 171 711;0;0;0;0;0;8 171 711;0;8 171 711;8 171 711;0;8 171 711
Justice;JA;BG;166;Justice judiciaire;05;Enregistrement des décisions judiciaires;;;22;2;10;Justice;5 065 098;0;5 065 098;0;0;0;0;0;5 065 098;0;5 065 098;5 065 098;0;5 065 098
Justice;JA;BG;166;Justice judiciaire;05;Enregistrement des décisions judiciaires;;;23;2;10;Justice;56 555;0;56 555;0;0;0;0;0;56 555;0;56 555;56 555;0;56 555
Justice;JA;BG;166;Justice judiciaire;06;Soutien;;;21;2;10;Justice;266 965 333;0;266 965 333;0;0;0;0;0;266 965 333;0;266 965 333;266 965 333;0;266 965 333
Justice;JA;BG;166;Justice judiciaire;06;Soutien;;;22;2;10;Justice;165 473 981;0;165 473 981;0;0;0;0;0;165 473 981;0;165 473 981;165 473 981;0;165 473 981
Justice;JA;BG;166;Justice judiciaire;06;Soutien;;;23;2;10;Justice;1 847 605;0;1 847 605;0;0;0;0;0;1 847 605;0;1 847 605;1 847 605;0;1 847 605
Justice;JA;BG;166;Justice judiciaire;06;Soutien;;;31;3;10;Justice;0;390 124 560;0;380 085 298;0;0;0;0;0;390 124 560;390 124 560;0;380 085 298;380 085 298
Justice;JA;BG;166;Justice judiciaire;06;Soutien;;;51;5;10;Justice;0;294 330 737;0;226 827 475;0;0;0;0;0;294 330 737;294 330 737;0;226 827 475;226 827 475
Justice;JA;BG;166;Justice judiciaire;06;Soutien;;;64;6;10;Justice;0;1 720 300;0;1 720 300;0;0;0;0;0;1 720 300;1 720 300;0;1 720 300;1 720 300
Justice;JA;BG;166;Justice judiciaire;07;Formation;;;21;2;10;Justice;71 812 572;0;71 812 572;0;0;0;0;0;71 812 572;0;71 812 572;71 812 572;0;71 812 572
Justice;JA;BG;166;Justice judiciaire;07;Formation;;;22;2;10;Justice;44 511 818;0;44 511 818;0;0;0;0;0;44 511 818;0;44 511 818;44 511 818;0;44 511 818
Justice;JA;BG;166;Justice judiciaire;07;Formation;;;23;2;10;Justice;496 998;0;496 998;0;0;0;0;0;496 998;0;496 998;496 998;0;496 998
Justice;JA;BG;166;Justice judiciaire;07;Formation;;;31;3;10;Justice;0;9 048 378;0;9 048 378;0;0;0;0;0;9 048 378;9 048 378;0;9 048 378;9 048 378
Justice;JA;BG;166;Justice judiciaire;07;Formation;;;32;3;10;Justice;0;33 198 000;0;33 198 000;0;0;0;0;0;33 198 000;33 198 000;0;33 198 000;33 198 000
Justice;JA;BG;166;Justice judiciaire;08;Support à l'accès au droit et à la justice;;;21;2;10;Justice;11 510 222;0;11 510 222;0;0;0;0;0;11 510 222;0;11 510 222;11 510 222;0;11 510 222
Justice;JA;BG;166;Justice judiciaire;08;Support à l'accès au droit et à la justice;;;22;2;10;Justice;7 134 419;0;7 134 419;0;0;0;0;0;7 134 419;0;7 134 419;7 134 419;0;7 134 419
Justice;JA;BG;166;Justice judiciaire;08;Support à l'accès au droit et à la justice;;;23;2;10;Justice;79 658;0;79 658;0;0;0;0;0;79 658;0;79 658;79 658;0;79 658
Anciens combattants, mémoire et liens avec la Nation;MB;BG;167;Liens entre la Nation et son armée;01;Liens armées-jeunesse;;;31;3;70;Armées;0;21 337 512;0;21 216 542;0;-437 586;0;-437 586;0;20 899 926;20 899 926;0;20 778 956;20 778 956
Anciens combattants, mémoire et liens avec la Nation;MB;BG;167;Liens entre la Nation et son armée;01;Liens armées-jeunesse;;;64;6;70;Armées;0;30 000;0;30 000;0;0;0;0;0;30 000;30 000;0;30 000;30 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;167;Liens entre la Nation et son armée;02;Politique de mémoire;;;31;3;70;Armées;0;6 000 000;0;6 000 000;0;0;0;0;0;6 000 000;6 000 000;0;6 000 000;6 000 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;167;Liens entre la Nation et son armée;02;Politique de mémoire;;;63;6;70;Armées;0;800 000;0;800 000;0;0;0;0;0;800 000;800 000;0;800 000;800 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;167;Liens entre la Nation et son armée;02;Politique de mémoire;;;64;6;70;Armées;0;10 750 000;0;10 750 000;0;0;0;0;0;10 750 000;10 750 000;0;10 750 000;10 750 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;01;Administration de  la dette viagère;10;Pensions militaires d'invalidité de victimes de guerre et allocations rattachées;61;6;70;Armées;0;850 859 868;0;850 859 868;0;0;0;0;0;850 859 868;850 859 868;0;850 859 868;850 859 868
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;01;Administration de  la dette viagère;11;Retraite du combattant;61;6;70;Armées;0;644 810 000;0;644 810 000;0;0;0;0;0;644 810 000;644 810 000;0;644 810 000;644 810 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité;21;Soins médicaux gratuits et appareillage des mutilés;31;3;70;Armées;0;5 100 000;0;5 100 000;0;0;0;0;0;5 100 000;5 100 000;0;5 100 000;5 100 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité;21;Soins médicaux gratuits et appareillage des mutilés;61;6;70;Armées;0;35 400 000;0;35 400 000;0;0;0;0;0;35 400 000;35 400 000;0;35 400 000;35 400 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité;22;Remboursement des réductions de transport accordées aux invalides;61;6;70;Armées;0;1 300 000;0;1 300 000;0;0;0;0;0;1 300 000;1 300 000;0;1 300 000;1 300 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité;23;Remboursement des prestations de sécurité sociale aux invalides;61;6;70;Armées;0;75 400 000;0;75 400 000;0;0;0;0;0;75 400 000;75 400 000;0;75 400 000;75 400 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;31;Majoration des rentes mutualistes des anciens combattants et victimes de guerre;61;6;70;Armées;0;221 200 000;0;221 200 000;0;0;0;0;0;221 200 000;221 200 000;0;221 200 000;221 200 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;32;Subventions aux associations et oeuvres diverses;64;6;70;Armées;0;310 000;0;310 000;0;0;0;0;0;310 000;310 000;0;310 000;310 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;33;Indemnités, pécules et frais de voyages sur les tombes;61;6;70;Armées;0;50 000;0;50 000;0;0;0;0;0;50 000;50 000;0;50 000;50 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;34;Action sociale en faveur du monde combattant : Office national des anciens combattants (ONAC);61;6;70;Armées;0;25 000 000;0;25 000 000;0;0;0;0;0;25 000 000;25 000 000;0;25 000 000;25 000 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;35;Office national des anciens combattants (ONAC) : subventions;32;3;70;Armées;0;55 917 630;0;55 917 630;0;0;0;0;0;55 917 630;55 917 630;0;55 917 630;55 917 630
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;36;Institution nationale des invalides : subventions;32;3;70;Armées;0;12 312 447;0;12 312 447;0;0;0;0;0;12 312 447;12 312 447;0;12 312 447;12 312 447
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;36;Institution nationale des invalides : subventions;72;7;70;Armées;0;0;0;3 700 000;0;0;0;0;0;0;0;0;3 700 000;3 700 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;37;Conseil national des communes compagnons de la libération - Subventions;32;3;70;Armées;0;1 710 000;0;1 710 000;0;0;0;0;0;1 710 000;1 710 000;0;1 710 000;1 710 000
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169;Reconnaissance et réparation en faveur du monde combattant;07;Actions en faveur des rapatriés;;;61;6;70;Armées;0;24 780 968;0;24 780 968;0;0;0;0;0;24 780 968;24 780 968;0;24 780 968;24 780 968
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;31;3;38;Enseignement supérieur, recherche et innovation;0;18 537 170;0;18 126 849;0;0;0;0;0;18 537 170;18 537 170;0;18 126 849;18 126 849
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;32;3;38;Enseignement supérieur, recherche et innovation;0;121 323 902;0;121 323 902;0;0;0;0;0;121 323 902;121 323 902;0;121 323 902;121 323 902
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;62;6;38;Enseignement supérieur, recherche et innovation;0;80 024 781;0;80 024 781;0;0;0;0;0;80 024 781;80 024 781;0;80 024 781;80 024 781
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;63;6;38;Enseignement supérieur, recherche et innovation;0;11 360 262;0;11 360 262;0;0;0;0;0;11 360 262;11 360 262;0;11 360 262;11 360 262
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;64;6;38;Enseignement supérieur, recherche et innovation;0;15 030 315;0;12 986 315;0;0;0;0;0;15 030 315;15 030 315;0;12 986 315;12 986 315
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;72;7;38;Enseignement supérieur, recherche et innovation;0;34 218 916;0;34 218 916;0;0;0;0;0;34 218 916;34 218 916;0;34 218 916;34 218 916
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;02;Agence nationale de la recherche;;;32;3;38;Enseignement supérieur, recherche et innovation;0;30 207 277;0;30 207 277;0;0;0;0;0;30 207 277;30 207 277;0;30 207 277;30 207 277
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;02;Agence nationale de la recherche;;;64;6;38;Enseignement supérieur, recherche et innovation;0;894 467 101;0;742 823 236;0;-20 000 000;0;-20 000 000;0;874 467 101;874 467 101;0;722 823 236;722 823 236
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;11;Recherches interdisciplinaires et transversales;;;32;3;38;Enseignement supérieur, recherche et innovation;0;64 157 193;0;64 157 193;0;0;0;0;0;64 157 193;64 157 193;0;64 157 193;64 157 193
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;12;Diffusion, valorisation et transfert des connaissances et des technologies;;;32;3;38;Enseignement supérieur, recherche et innovation;0;150 693 101;0;150 693 101;0;0;0;0;0;150 693 101;150 693 101;0;150 693 101;150 693 101
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;13;Grandes infrastructures de recherche;;;32;3;38;Enseignement supérieur, recherche et innovation;0;235 039 724;0;235 039 724;0;0;0;0;0;235 039 724;235 039 724;0;235 039 724;235 039 724
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;13;Grandes infrastructures de recherche;;;64;6;38;Enseignement supérieur, recherche et innovation;0;19 110 000;0;19 110 000;0;0;0;0;0;19 110 000;19 110 000;0;19 110 000;19 110 000
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;14;Moyens généraux et d'appui à la recherche;;;32;3;38;Enseignement supérieur, recherche et innovation;0;1 042 726 029;0;1 042 726 029;0;20 000 000;0;20 000 000;0;1 062 726 029;1 062 726 029;0;1 062 726 029;1 062 726 029
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;;;32;3;38;Enseignement supérieur, recherche et innovation;0;1 127 135 967;0;1 127 135 967;0;0;0;0;0;1 127 135 967;1 127 135 967;0;1 127 135 967;1 127 135 967
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;;;64;6;38;Enseignement supérieur, recherche et innovation;0;104 014 856;0;105 864 856;0;0;0;0;0;104 014 856;104 014 856;0;105 864 856;105 864 856
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;;;32;3;38;Enseignement supérieur, recherche et innovation;0;1 001 266 022;0;1 001 266 022;0;0;0;0;0;1 001 266 022;1 001 266 022;0;1 001 266 022;1 001 266 022
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;;;64;6;38;Enseignement supérieur, recherche et innovation;0;608 907;0;608 907;0;0;0;0;0;608 907;608 907;0;608 907;608 907
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;;;32;3;38;Enseignement supérieur, recherche et innovation;0;376 396 215;0;376 396 215;0;0;0;0;0;376 396 215;376 396 215;0;376 396 215;376 396 215
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;;;64;6;38;Enseignement supérieur, recherche et innovation;0;439 224 020;0;439 307 020;0;0;0;0;0;439 224 020;439 224 020;0;439 307 020;439 307 020
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;;;32;3;38;Enseignement supérieur, recherche et innovation;0;1 078 915 819;0;1 078 915 819;0;0;0;0;0;1 078 915 819;1 078 915 819;0;1 078 915 819;1 078 915 819
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;;;64;6;38;Enseignement supérieur, recherche et innovation;0;57 527 665;0;57 527 665;0;0;0;0;0;57 527 665;57 527 665;0;57 527 665;57 527 665
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;;;32;3;38;Enseignement supérieur, recherche et innovation;0;412 113 025;0;412 113 025;0;0;0;0;0;412 113 025;412 113 025;0;412 113 025;412 113 025
Recherche et enseignement supérieur;RA;BG;172;Recherches scientifiques et technologiques pluridisciplinaires;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;;;64;6;38;Enseignement supérieur, recherche et innovation;0;1 190 191;0;1 190 191;0;0;0;0;0;1 190 191;1 190 191;0;1 190 191;1 190 191
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;31;3;23;Transition écologique;0;40 582 000;0;40 582 000;0;0;0;0;0;40 582 000;40 582 000;0;40 582 000;40 582 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;32;3;23;Transition écologique;0;2 632 000;0;2 632 000;0;0;0;0;0;2 632 000;2 632 000;0;2 632 000;2 632 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;61;6;23;Transition écologique;0;2 300 000;0;2 300 000;0;0;0;0;0;2 300 000;2 300 000;0;2 300 000;2 300 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;63;6;23;Transition écologique;0;7 000 000;0;17 000 000;0;0;0;0;0;7 000 000;7 000 000;0;17 000 000;17 000 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;01;Politique de l'énergie;;;64;6;23;Transition écologique;0;26 954 500;0;26 954 500;0;0;0;0;0;26 954 500;26 954 500;0;26 954 500;26 954 500
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;02;Accompagnement transition énergétique;;;31;3;23;Transition écologique;0;22 000 000;0;22 000 000;0;0;0;0;0;22 000 000;22 000 000;0;22 000 000;22 000 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;02;Accompagnement transition énergétique;;;61;6;23;Transition écologique;0;1 571 670 460;0;1 473 840 000;0;-1 207 241;0;-1 207 241;0;1 570 463 219;1 570 463 219;0;1 472 632 759;1 472 632 759
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;03;Aides à l'acquisition de véhicules propres;;;31;3;23;Transition écologique;0;10 000 000;0;10 000 000;0;0;0;0;0;10 000 000;10 000 000;0;10 000 000;10 000 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;03;Aides à l'acquisition de véhicules propres;;;61;6;23;Transition écologique;0;497 000 000;0;497 000 000;0;-1 000 000;0;-1 000 000;0;496 000 000;496 000 000;0;496 000 000;496 000 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;31;3;23;Transition écologique;0;13 800;0;13 800;0;0;0;0;0;13 800;13 800;0;13 800;13 800
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;32;3;23;Transition écologique;0;12 630 000;0;12 630 000;0;0;0;0;0;12 630 000;12 630 000;0;12 630 000;12 630 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;61;6;23;Transition écologique;0;273 836 317;0;273 836 317;0;0;0;0;0;273 836 317;273 836 317;0;273 836 317;273 836 317
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;62;6;23;Transition écologique;0;29 500 000;0;29 500 000;0;0;0;0;0;29 500 000;29 500 000;0;29 500 000;29 500 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;31;3;23;Transition écologique;0;16 929 007;0;17 273 436;0;0;0;0;0;16 929 007;16 929 007;0;17 273 436;17 273 436
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;32;3;23;Transition écologique;0;1 400 000;0;1 400 000;0;0;0;0;0;1 400 000;1 400 000;0;1 400 000;1 400 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;62;6;23;Transition écologique;0;280 000;0;280 000;0;0;0;0;0;280 000;280 000;0;280 000;280 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;05;Lutte contre le changement climatique et pour la qualité de l'air;;;64;6;23;Transition écologique;0;38 065 000;0;38 065 000;0;0;0;0;0;38 065 000;38 065 000;0;38 065 000;38 065 000
Écologie, développement et mobilité durables;TA;BG;174;Énergie, climat et après-mines;06;Soutien;;;31;3;23;Transition écologique;0;1 452 124;0;1 452 124;0;0;0;0;0;1 452 124;1 452 124;0;1 452 124;1 452 124
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;31;3;2;Culture;0;29 017 017;0;28 968 777;0;0;0;0;0;29 017 017;29 017 017;0;28 968 777;28 968 777
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;32;3;2;Culture;0;70 893 873;0;70 893 873;0;0;0;0;0;70 893 873;70 893 873;0;70 893 873;70 893 873
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;51;5;2;Culture;0;104 201 074;0;86 675 426;0;-2 300 000;0;0;0;101 901 074;101 901 074;0;86 675 426;86 675 426
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;61;6;2;Culture;0;17 735 590;0;15 988 729;0;0;0;0;0;17 735 590;17 735 590;0;15 988 729;15 988 729
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;62;6;2;Culture;0;16 039 490;0;15 671 354;0;0;0;0;0;16 039 490;16 039 490;0;15 671 354;15 671 354
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;63;6;2;Culture;0;115 609 712;0;118 318 210;0;0;0;0;0;115 609 712;115 609 712;0;118 318 210;118 318 210
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;64;6;2;Culture;0;25 163 511;0;23 430 234;0;0;0;0;0;25 163 511;25 163 511;0;23 430 234;23 430 234
Culture;CB;BG;175;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;72;7;2;Culture;0;47 375 395;0;70 075 395;0;0;0;0;0;47 375 395;47 375 395;0;70 075 395;70 075 395
Culture;CB;BG;175;Patrimoines;02;Architecture et espaces protégés;;;31;3;2;Culture;0;366 172;0;366 172;0;0;0;0;0;366 172;366 172;0;366 172;366 172
Culture;CB;BG;175;Patrimoines;02;Architecture et espaces protégés;;;32;3;2;Culture;0;17 351 603;0;17 351 603;0;0;0;0;0;17 351 603;17 351 603;0;17 351 603;17 351 603
Culture;CB;BG;175;Patrimoines;02;Architecture et espaces protégés;;;64;6;2;Culture;0;13 823 500;0;13 823 500;0;0;0;0;0;13 823 500;13 823 500;0;13 823 500;13 823 500
